creator,genre,kind,template,n_titles,share
@nytimes,videos,trailing,<ENT> in <ENT>,5,0.0725
@oann,streams,leading,live : <ENT>,55,0.1809
@oann,streams,leading,live : trump,49,0.1612
@oann,streams,leading,live : president,44,0.1447
@oann,streams,leading,live : vp,11,0.0362
@oann,streams,leading,president <ENT> at,8,0.0263
@oann,streams,trailing,<ENT> at <ENT>,12,0.0395
@oann,streams,trailing,<ENT> to <ENT>,6,0.0197
@oann,streams,trailing,in <ENT> #,6,0.0197
@oann,streams,trailing,<ENT> # <ENT>,6,0.0197
@oann,streams,trailing,<ENT> in <ENT>,5,0.0164
@oann,videos,leading,,38,0.0219
@oann,videos,leading,<ENT> # <ENT>,29,0.0167
@oann,videos,leading,<ENT> : <ENT>,28,0.0161
@oann,videos,leading,<ENT> on <ENT>,27,0.0156
@oann,videos,leading,<ENT> to <ENT>,23,0.0132
@oann,videos,trailing,,38,0.0219
@oann,videos,trailing,<ENT> in <ENT>,27,0.0156
@oann,videos,trailing,| <ENT> <ENT>,27,0.0156
@oann,videos,trailing,<ENT> # <ENT>,26,0.015
@oann,videos,trailing,oan news i,22,0.0127
@podsaveamerica,videos,leading,terminally online :,35,0.0544
@podsaveamerica,videos,leading,,31,0.0482
@podsaveamerica,videos,leading,breaking : <ENT>,11,0.0171
@podsaveamerica,videos,leading,<ENT> and <ENT>,10,0.0156
@podsaveamerica,videos,leading,<ENT> on <ENT>,10,0.0156
@podsaveamerica,videos,trailing,,31,0.0482
@podsaveamerica,videos,trailing,<ENT> and <ENT>,12,0.0187
@podsaveamerica,videos,trailing,w/ <ENT> ),11,0.0171
@podsaveamerica,videos,trailing,<ENT> in <ENT>,11,0.0171
@podsaveamerica,videos,trailing,<ENT> with <ENT>,9,0.014
@ponderingpolitics,videos,leading,<ENT> - #,124,0.0891
@ponderingpolitics,videos,leading,🚨 breaking :,96,0.069
@ponderingpolitics,videos,leading,oh sh*t !,48,0.0345
@ponderingpolitics,videos,leading,<ENT> as <ENT>,30,0.0216
@ponderingpolitics,videos,leading,holy sh*t !,27,0.0194
@ponderingpolitics,videos,trailing,# full episode,123,0.0884
@ponderingpolitics,videos,trailing,on live tv,43,0.0309
@ponderingpolitics,videos,trailing,to his face,13,0.0093
@ponderingpolitics,videos,trailing,bomb on <ENT>,12,0.0086
@ponderingpolitics,videos,trailing,<ENT> on <ENT>,12,0.0086
@revleftradio,videos,trailing,# and <ENT>,7,0.1842
@rolandsmartin,streams,leading,<ENT> # <ENT>,85,0.1494
@rolandsmartin,streams,leading,<ENT> <ENT> #,13,0.0228
@rolandsmartin,streams,leading,live : <ENT>,7,0.0123
@rolandsmartin,streams,leading,<ENT> # black,6,0.0105
@rolandsmartin,streams,leading,<ENT> on <ENT>,5,0.0088
@rolandsmartin,streams,trailing,<ENT> # <ENT>,57,0.1002
@rolandsmartin,streams,trailing,# <ENT> #,24,0.0422
@rolandsmartin,streams,trailing,<ENT> in <ENT>,7,0.0123
@rolandsmartin,streams,trailing,# and <ENT>,7,0.0123
@rolandsmartin,streams,trailing,( <ENT> ),6,0.0105
@rolandsmartin,videos,leading,“ <ENT> #,44,0.063
@rolandsmartin,videos,leading,<ENT> # <ENT>,34,0.0487
@rolandsmartin,videos,leading,“ <ENT> ”,17,0.0244
@rolandsmartin,videos,leading,wth ? !,16,0.0229
@rolandsmartin,videos,leading,<ENT> x noah,14,0.0201
@rolandsmartin,videos,trailing,# <ENT> #,22,0.0315
@rolandsmartin,videos,trailing,<ENT> # <ENT>,12,0.0172
@rolandsmartin,videos,trailing,<ENT> # ”,11,0.0158
@rolandsmartin,videos,trailing,“ <ENT> ”,9,0.0129
@rolandsmartin,videos,trailing,,8,0.0115
@samharrisorg,videos,leading,more from sam,10,0.0926
@samharrisorg,videos,leading,,5,0.0463
@samharrisorg,videos,trailing,conversation with <ENT>,18,0.1667
@samharrisorg,videos,trailing,# and more,9,0.0833
@samharrisorg,videos,trailing,# and <ENT>,5,0.0463
@samharrisorg,videos,trailing,,5,0.0463
@theGuardian,videos,trailing,<ENT> with <ENT>,6,0.1579
@thedavidpakmanshow,videos,leading,dear god :,17,0.011
@thedavidpakmanshow,videos,leading,oh no :,13,0.0084
@thedavidpakmanshow,videos,leading,do you realize,12,0.0078
@thedavidpakmanshow,videos,leading,uh - oh,12,0.0078
@thedavidpakmanshow,videos,leading,the look on,10,0.0065
@thedavidpakmanshow,videos,trailing,on live tv,16,0.0104
@thedavidpakmanshow,videos,trailing,blown wide open,6,0.0039
@thedavidpakmanshow,videos,trailing,to <ENT> ?,6,0.0039
@thedavidpakmanshow,videos,trailing,goes horribly wrong,5,0.0032
@thedavidpakmanshow,videos,trailing,like this one,5,0.0032
@thegrayzone7996,streams,trailing,on judging freedom,7,0.2
@thegrayzone7996,streams,trailing,on the judge,4,0.1143
@thehill,streams,leading,happening now :,89,0.1816
@thehill,streams,leading,<ENT> # <ENT>,37,0.0755
@thehill,streams,leading,watch live :,18,0.0367
@thehill,streams,leading,<ENT> <ENT> give,12,0.0245
@thehill,streams,leading,,11,0.0224
@thehill,streams,trailing,<ENT> in <ENT>,12,0.0245
@thehill,streams,trailing,,11,0.0224
@thehill,streams,trailing,<ENT> budget request,9,0.0184
@thehill,streams,trailing,<ENT> # <ENT>,6,0.0122
@thehill,streams,trailing,<ENT> at <ENT>,5,0.0102
@thehill,videos,leading,<ENT> # <ENT>,131,0.0324
@thehill,videos,leading,<ENT> says <ENT>,62,0.0153
@thehill,videos,leading,<ENT> : <ENT>,60,0.0148
@thehill,videos,leading,breaking : <ENT>,39,0.0096
@thehill,videos,leading,<ENT> in <ENT>,29,0.0072
@thehill,videos,trailing,<ENT> | newsnation,206,0.0509
@thehill,videos,trailing,<ENT> | trending,155,0.0383
@thehill,videos,trailing,the hill <ENT>,85,0.021
@thehill,videos,trailing,whole hog politics,76,0.0188
@thehill,videos,trailing,<ENT> | <ENT>,59,0.0146
@theisabelbrown,videos,leading,,7,0.0522
@theisabelbrown,videos,trailing,,7,0.0522
@theisabelbrown,videos,trailing,ft # <ENT>,5,0.0373
@thejimmydoreshow,streams,leading,<ENT> ! <ENT>,5,0.0463
@thejimmydoreshow,streams,trailing,! w/ <ENT>,35,0.3241
@thejimmydoreshow,streams,trailing,w / <ENT>,7,0.0648
@thejimmydoreshow,videos,leading,,15,0.0139
@thejimmydoreshow,videos,leading,here ’s why,12,0.0111
@thejimmydoreshow,videos,leading,<ENT> ! w/,12,0.0111
@thejimmydoreshow,videos,leading,the real reason,9,0.0084
@thejimmydoreshow,videos,leading,here ’s how,8,0.0074
@thejimmydoreshow,videos,trailing,! w/ <ENT>,256,0.2377
@thejimmydoreshow,videos,trailing,in <ENT> !,25,0.0232
@thejimmydoreshow,videos,trailing,over <ENT> !,24,0.0223
@thejimmydoreshow,videos,trailing,! – <ENT>,17,0.0158
@thejimmydoreshow,videos,trailing,on <ENT> !,16,0.0149
@therationalnational,videos,leading,,6,0.0444
@therationalnational,videos,trailing,,6,0.0444
@thewarningwithsteveschmidt,streams,leading,<ENT> with <ENT>,11,0.1
@thewarningwithsteveschmidt,streams,leading,<ENT> | <ENT>,4,0.0364
@thewarningwithsteveschmidt,streams,leading,<ENT> : <ENT>,4,0.0364
@thewarningwithsteveschmidt,streams,trailing,<ENT> and <ENT>,33,0.3
@thewarningwithsteveschmidt,streams,trailing,<ENT> with <ENT>,6,0.0545
@thewarningwithsteveschmidt,streams,trailing,<ENT> # <ENT>,5,0.0455
@thewarningwithsteveschmidt,streams,trailing,with <ENT> <ENT>,5,0.0455
@thewarningwithsteveschmidt,streams,trailing,# <ENT> <ENT>,4,0.0364
@thewarningwithsteveschmidt,videos,leading,,34,0.1245
@thewarningwithsteveschmidt,videos,leading,<ENT> and <ENT>,12,0.044
@thewarningwithsteveschmidt,videos,leading,<ENT> has lost,4,0.0147
@thewarningwithsteveschmidt,videos,leading,<ENT> <ENT> :,4,0.0147
@thewarningwithsteveschmidt,videos,trailing,,34,0.1245
@thewarningwithsteveschmidt,videos,trailing,<ENT> and <ENT>,4,0.0147
@thomhartmann,videos,leading,,43,0.0566
@thomhartmann,videos,leading,<ENT> 's <ENT>,14,0.0184
@thomhartmann,videos,leading,<ENT> and <ENT>,11,0.0145
@thomhartmann,videos,leading,<ENT> to <ENT>,9,0.0118
@thomhartmann,videos,leading,<ENT> # <ENT>,7,0.0092
@thomhartmann,videos,trailing,,43,0.0566
@thomhartmann,videos,trailing,<ENT> 's <ENT>,6,0.0079
@thomhartmann,videos,trailing,# why ?,6,0.0079
@thomhartmann,videos,trailing,on <ENT> ?,5,0.0066
@thomhartmann,videos,trailing,to <ENT> ?,5,0.0066
@timesofindia,streams,leading,live | <ENT>,179,0.0855
@timesofindia,streams,leading,live : <ENT>,77,0.0368
@timesofindia,streams,leading,<ENT> house live,62,0.0296
@timesofindia,streams,leading,<ENT> | <ENT>,59,0.0282
@timesofindia,streams,leading,live | ',56,0.0267
@timesofindia,streams,trailing,<ENT> | watch,69,0.033
@timesofindia,streams,trailing,<ENT> | <ENT>,50,0.0239
@timesofindia,streams,trailing,<ENT> ; <ENT>,33,0.0158
@timesofindia,streams,trailing,<ENT> # <ENT>,33,0.0158
@timesofindia,streams,trailing,<ENT> in <ENT>,21,0.01
@timesofindia,videos,leading,on <ENT> :,234,0.025
@timesofindia,videos,leading,breaking : <ENT>,149,0.0159
@timesofindia,videos,leading,<ENT> 's <ENT>,138,0.0147
@timesofindia,videos,leading,on cam :,127,0.0136
@timesofindia,videos,leading,<ENT> # <ENT>,99,0.0106
@timesofindia,videos,trailing,<ENT> | watch,602,0.0642
@timesofindia,videos,trailing,’ | watch,156,0.0166
@timesofindia,videos,trailing,<ENT> # <ENT>,130,0.0139
@timesofindia,videos,trailing,' | watch,114,0.0122
@timesofindia,videos,trailing,<ENT> ; <ENT>,101,0.0108
@triggerpod,videos,leading,<ENT> members questions,28,0.1958
@triggerpod,videos,leading,,5,0.035
@triggerpod,videos,leading,<ENT> member questions,5,0.035
@triggerpod,videos,trailing,<ENT> members questions,29,0.2028
@triggerpod,videos,trailing,- konstantin kisin,7,0.049
@triggerpod,videos,trailing,,5,0.035
@triggerpod,videos,trailing,<ENT> member questions,5,0.035
@triggerpod,videos,trailing,? - <ENT>,4,0.028
@turningpointusa,streams,leading,watch live :,7,0.5385
@turningpointusa,streams,leading,<ENT> : <ENT>,5,0.3846
@turningpointusa,streams,trailing,<ENT> : <ENT>,5,0.3846
@turningpointusa,videos,leading,<ENT> at wls,7,0.0461
@turningpointusa,videos,leading,<ENT> on <ENT>,4,0.0263
@turningpointusa,videos,trailing,at wls <ENT>,11,0.0724
@turningpointusa,videos,trailing,| shane winnings,9,0.0592
@turningpointusa,videos,trailing,? | <ENT>,8,0.0526
@turningpointusa,videos,trailing,turning point tour,8,0.0526
@turningpointusa,videos,trailing,: honoring <ENT>,5,0.0329
@underthedesknews,streams,leading,fool me once,16,0.1391
@underthedesknews,streams,leading,a hill to,13,0.113
@underthedesknews,streams,leading,,11,0.0957
@underthedesknews,streams,leading,hot ! geopolitical,9,0.0783
@underthedesknews,streams,leading,down the rabbit,5,0.0435
@underthedesknews,streams,trailing,,11,0.0957
@underthedesknews,streams,trailing,the rabbit hole,4,0.0348
@usefulidiots,streams,leading,useful idiots <ENT>,4,0.3636
@usefulidiots,videos,leading,<ENT> 's <ENT>,7,0.0391
@usefulidiots,videos,leading,<ENT> after <ENT>,7,0.0391
@usefulidiots,videos,leading,<ENT> on <ENT>,4,0.0223
@wethefifth,videos,leading,<ENT> on <ENT>,5,0.0467
@wethefifth,videos,leading,<ENT> and <ENT>,4,0.0374
@wethefifth,videos,trailing,the fifth column,11,0.1028
@wethefifth,videos,trailing,the <ENT> column,10,0.0935
@wethefifth,videos,trailing,# and <ENT>,4,0.0374
@winston_marshall,videos,leading,,5,0.0481
@winston_marshall,videos,leading,“ <ENT> ”,4,0.0385
@winston_marshall,videos,trailing,members ' edition,7,0.0673
@winston_marshall,videos,trailing,,5,0.0481
@wsj,streams,leading,watch : <ENT>,4,0.4
@wsj,videos,leading,,4,0.0385
@wsj,videos,trailing,| wsj coveted,6,0.0577
@wsj,videos,trailing,wsj pro perfected,6,0.0577
@wsj,videos,trailing,,4,0.0385
@zeteo,videos,leading,,8,0.0404
@zeteo,videos,trailing,,8,0.0404
@zeteo,videos,trailing,# and <ENT>,5,0.0253
https://rumble.com/c/BannonsWarRoom,videos,leading,<ENT> : <ENT>,382,0.0848
https://rumble.com/c/BannonsWarRoom,videos,leading,<ENT> : the,135,0.03
https://rumble.com/c/BannonsWarRoom,videos,leading,bannon : <ENT>,102,0.0226
https://rumble.com/c/BannonsWarRoom,videos,leading,<ENT> on <ENT>,80,0.0178
https://rumble.com/c/BannonsWarRoom,videos,leading,<ENT> : we,55,0.0122
https://rumble.com/c/BannonsWarRoom,videos,trailing,live 🏛 🔴,84,0.0186
https://rumble.com/c/BannonsWarRoom,videos,trailing,,53,0.0118
https://rumble.com/c/BannonsWarRoom,videos,trailing,<ENT> ; <ENT>,53,0.0118
https://rumble.com/c/BannonsWarRoom,videos,trailing,<ENT> in <ENT>,42,0.0093
https://rumble.com/c/BannonsWarRoom,videos,trailing,# and <ENT>,38,0.0084
https://rumble.com/c/GGreenwald,videos,trailing,| system update,13,0.1711
https://rumble.com/c/TheAlexJonesShowLive,videos,leading,,97,0.1891
https://rumble.com/c/TheAlexJonesShowLive,videos,leading,the alex jones,14,0.0273
https://rumble.com/c/TheAlexJonesShowLive,videos,leading,must - watch,14,0.0273
https://rumble.com/c/TheAlexJonesShowLive,videos,leading,<ENT> report :,14,0.0273
https://rumble.com/c/TheAlexJonesShowLive,videos,leading,<ENT> : <ENT>,12,0.0234
https://rumble.com/c/TheAlexJonesShowLive,videos,trailing,,97,0.1891
https://rumble.com/c/TheAlexJonesShowLive,videos,trailing,"<ENT> ! """,16,0.0312
https://rumble.com/c/TheAlexJonesShowLive,videos,trailing,: <ENT> !,10,0.0195
https://rumble.com/c/TheAlexJonesShowLive,videos,trailing,- full show,6,0.0117
https://rumble.com/c/TheAlexJonesShowLive,videos,trailing,in <ENT> !,6,0.0117
https://rumble.com/c/nickjfuentes,videos,leading,<ENT> war day,18,0.059
https://rumble.com/c/nickjfuentes,videos,leading,<ENT> ? ?,14,0.0459
https://rumble.com/c/nickjfuentes,videos,leading,<ENT> <ENT> :,9,0.0295
https://rumble.com/c/nickjfuentes,videos,leading,,8,0.0262
https://rumble.com/c/nickjfuentes,videos,leading,<ENT> on <ENT>,4,0.0131
https://rumble.com/c/nickjfuentes,videos,trailing,? ? ?,20,0.0656
https://rumble.com/c/nickjfuentes,videos,trailing,! ! !,13,0.0426
https://rumble.com/c/nickjfuentes,videos,trailing,,8,0.0262
https://rumble.com/c/nickjfuentes,videos,trailing,<ENT> on <ENT>,5,0.0164
https://rumble.com/c/nickjfuentes,videos,trailing,<ENT> in <ENT>,4,0.0131
https://rumble.com/c/russellbrand,videos,leading,,10,0.0386
https://rumble.com/c/russellbrand,videos,leading,what really happened,4,0.0154
https://rumble.com/c/russellbrand,videos,trailing,,10,0.0386
https://rumble.com/c/russellbrand,videos,trailing,reveals everything #,6,0.0232
