term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
tensions,rise,34.00000,2.95942,11.48873,18.61774,0.00000,5.00000,3.52215
protests,kings,26.00000,1.90940,13.61681,18.61612,0.00000,10.00000,3.76732
minister,foreign,30.00000,2.46420,12.17432,18.59718,0.00000,10.00000,3.60577
mental,decline,23.00000,1.50427,15.28982,18.59181,0.00000,12.00000,3.93450
seen,i've,26.00000,2.04743,12.69887,18.59061,0.00000,14.00000,3.66663
vance,bus,31.00000,2.55162,12.14914,18.58772,0.00000,12.00000,3.60278
press,sec,24.00000,1.58380,15.15343,18.56733,0.00000,5.00000,3.92157
iran,khamenei,261.00000,113.74933,2.29452,18.54016,0.00000,12.00000,1.19819
ice,houston,27.00000,2.08236,12.96606,18.53804,0.00000,11.00000,3.69667
troops,ground,51.00000,6.36102,8.01758,18.52698,0.00000,21.00000,3.00317
elon musk,spacex,25.00000,1.93205,12.93960,18.50802,0.00000,8.00000,3.69372
strait of hormuz,ships,42.00000,4.57679,9.17673,18.49936,0.00000,9.00000,3.19798
leaked,audio,27.00000,2.18440,12.36036,18.46197,0.00000,18.00000,3.62765
mexico,cartel,26.00000,2.14692,12.11036,18.45122,0.00000,11.00000,3.59817
strait,ships,46.00000,5.38692,8.53921,18.43760,0.00000,9.00000,3.09410
sea,houthis,34.00000,3.06467,11.09419,18.43393,0.00000,7.00000,3.47173
brian,tyler,41.00000,5.67428,7.22558,18.41460,0.00000,13.00000,2.85311
state,deep,30.00000,2.39777,12.51160,18.40701,0.00000,13.00000,3.64519
artemis,crew,42.00000,5.06569,8.29106,18.40035,0.00000,8.00000,3.05156
killed,soldiers,37.00000,3.51252,10.53376,18.31262,0.00000,11.00000,3.39695
hormuz,navy,100.00000,24.06767,4.15495,18.29995,0.00000,10.00000,2.05483
venezuela,earthquake,29.00000,2.35710,12.30323,18.28261,0.00000,9.00000,3.62097
quiet,loud,24.00000,1.79308,13.38480,18.25754,0.00000,15.00000,3.74252
can't,anymore,30.00000,2.48651,12.06512,18.24748,0.00000,18.00000,3.59277
lebanon,hezbollah,84.00000,16.55417,5.07425,18.24675,0.00000,9.00000,2.34319
day,memorial,26.00000,1.90041,13.68129,18.24089,0.00000,17.00000,3.77413
speech,delivers,34.00000,3.09221,10.99539,18.21691,0.00000,10.00000,3.45883
white,ufc,55.00000,8.18965,6.71579,18.20188,0.00000,22.00000,2.74756
strait,reopen,25.00000,1.96251,12.73881,18.16465,0.00000,11.00000,3.67116
leader,khamenei,53.00000,6.98253,7.59037,18.15634,0.00000,8.00000,2.92417
cuba,invasion,30.00000,2.51655,11.92109,18.13480,0.00000,12.00000,3.57544
trial,lindsay clancy,24.00000,2.65352,9.04457,18.11666,0.00000,9.00000,3.17705
white house,briefing,38.00000,3.74377,10.15021,18.09637,0.00000,8.00000,3.34344
minnesota,tim walz,32.00000,3.66993,8.71952,18.09036,0.00000,9.00000,3.12425
want,doesn't,54.00000,9.24836,5.83887,18.08610,0.00000,27.00000,2.54569
prices,spike,21.00000,1.32861,15.80602,18.06047,0.00000,12.00000,3.98240
act,voting rights,36.00000,3.96646,9.07611,18.05416,0.00000,17.00000,3.18207
strait,closed,25.00000,1.78675,13.99185,18.05144,0.00000,10.00000,3.80651
doj,files,127.00000,33.16228,3.82965,18.04500,0.00000,30.00000,1.93721
supreme,khamenei,38.00000,3.88315,9.78586,18.04154,0.00000,8.00000,3.29070
lindsey,funeral,29.00000,2.38242,12.17247,18.03412,0.00000,15.00000,3.60555
question,reporter,31.00000,2.64810,11.70650,18.03077,0.00000,11.00000,3.54924
canada,tariffs,48.00000,6.14503,7.81119,18.01898,0.00000,14.00000,2.96554
year,old,22.00000,1.43824,15.29652,17.97835,0.00000,13.00000,3.93513
dhs,kristi noem,41.00000,4.51985,9.07110,17.97288,0.00000,13.00000,3.18128
let,slip,22.00000,1.51134,14.55666,17.96898,0.00000,7.00000,3.86361
dhs,kristi,41.00000,4.55525,9.00060,17.88519,0.00000,13.00000,3.17002
th,january,21.00000,1.36715,15.36040,17.87476,0.00000,8.00000,3.94114
fed,powell,20.00000,1.18683,16.85155,17.86888,0.00000,8.00000,4.07481
blow,fatal,29.00000,2.37312,12.22020,17.86162,0.00000,7.00000,3.61120
death,lindsey graham,49.00000,6.58385,7.44245,17.74744,0.00000,18.00000,2.89578
epstein,bombshell,189.00000,65.94019,2.86623,17.74293,0.00000,32.00000,1.51916
power,plant,20.00000,1.26067,15.86456,17.71158,0.00000,7.00000,3.98774
hormuz,reopen,27.00000,2.33260,11.57508,17.70498,0.00000,10.00000,3.53295
epstein,lutnick,55.00000,8.84085,6.22112,17.68663,0.00000,16.00000,2.63717
death,lindsey,50.00000,6.84246,7.30731,17.68187,0.00000,18.00000,2.86934
white house,ufc,50.00000,7.29519,6.85383,17.66263,0.00000,20.00000,2.77691
history,worst,33.00000,3.18709,10.35427,17.64718,0.00000,17.00000,3.37215
times,york,26.00000,2.25056,11.55269,17.61630,0.00000,15.00000,3.53016
epstein files,release,43.00000,5.36384,8.01665,17.61489,0.00000,16.00000,3.00300
rep,khanna,40.00000,4.83600,8.27130,17.60961,0.00000,14.00000,3.04811
fbi,raid,31.00000,2.77313,11.17870,17.60737,0.00000,13.00000,3.48268
low,approval,26.00000,2.05200,12.67058,17.59464,0.00000,11.00000,3.66341
energy,sites,23.00000,1.54745,14.86321,17.58427,0.00000,5.00000,3.89367
senate,candidate,42.00000,4.91379,8.54738,17.57088,0.00000,10.00000,3.09548
shooting,minneapolis,119.00000,33.10374,3.59476,17.55013,0.00000,29.00000,1.84590
chair,dnc,22.00000,1.70806,12.88010,17.55007,0.00000,7.00000,3.68707
world,entire,50.00000,6.68589,7.47843,17.54020,0.00000,14.00000,2.90274
sen,kennedy,23.00000,1.57018,14.64803,17.52365,0.00000,5.00000,3.87263
lindsey graham,funeral,28.00000,2.34508,11.93989,17.51932,0.00000,14.00000,3.57772
nyc,zohran mamdani,33.00000,4.67809,7.05416,17.51465,0.00000,14.00000,2.81847
nato,greenland,120.00000,35.17155,3.41185,17.44444,0.00000,16.00000,1.77055
death,graham,59.00000,9.35594,6.30615,17.42475,0.00000,21.00000,2.65676
hormuz,ship,86.00000,18.05949,4.76204,17.41526,0.00000,6.00000,2.25158
emergency,declares,32.00000,2.93964,10.88569,17.38933,0.00000,9.00000,3.44436
white,briefing,38.00000,4.00346,9.49180,17.38086,0.00000,8.00000,3.24668
men,young,22.00000,1.87750,11.71771,17.37750,0.00000,13.00000,3.55062
melania,past,24.00000,1.72692,13.89756,17.36987,0.00000,5.00000,3.79676
control,spirals,35.00000,3.54799,9.86473,17.34852,0.00000,16.00000,3.30228
backfires,stunt,41.00000,4.79494,8.55069,17.34730,0.00000,13.00000,3.09604
press,karoline leavitt,22.00000,1.47898,14.87513,17.32365,0.00000,7.00000,3.89483
senate,maine,38.00000,4.33585,8.76413,17.29423,0.00000,14.00000,3.13161
woman,agent,25.00000,1.90451,13.12675,17.26172,0.00000,9.00000,3.71444
drones,ukrainian,21.00000,1.33351,15.74797,17.23851,0.00000,5.00000,3.97709
questions,answer,26.00000,2.23620,11.62688,17.19948,0.00000,12.00000,3.53939
republicans,panic,99.00000,22.88068,4.32679,17.19661,0.00000,16.00000,2.11330
europe,wildfires,28.00000,2.44723,11.44149,17.19205,0.00000,6.00000,3.51620
shooting,deadly,54.00000,8.26986,6.52974,17.18442,0.00000,18.00000,2.70702
fight,ufc,40.00000,5.08441,7.86719,17.18203,0.00000,18.00000,2.97585
state,union address,32.00000,3.48891,9.17191,17.15927,0.00000,16.00000,3.19722
hantavirus,cruise,28.00000,2.54518,11.00119,17.14377,0.00000,6.00000,3.45959
nyc,zohran,39.00000,6.24148,6.24852,17.10825,0.00000,15.00000,2.64351
makes,shock,91.00000,19.37385,4.69705,17.10364,0.00000,14.00000,2.23176
cbs,colbert,36.00000,4.14815,8.67857,17.09702,0.00000,11.00000,3.11746
act,rights,39.00000,4.93805,7.89786,17.09122,0.00000,18.00000,2.98146
fox,hosts,39.00000,4.64473,8.39661,17.09116,0.00000,15.00000,3.06981
crisis,energy,46.00000,6.01956,7.64176,17.04106,0.00000,16.00000,2.93390
artemis ii,mission,32.00000,3.45806,9.25374,17.02050,0.00000,6.00000,3.21004
russia,ukrainian,60.00000,9.85380,6.08902,17.01424,0.00000,5.00000,2.60621
ceasefire,lebanon,125.00000,36.26161,3.44717,17.00030,0.00000,18.00000,1.78541
missile,barrage,41.00000,5.03209,8.14770,17.00027,0.00000,5.00000,3.02639
ii,mission,32.00000,3.47227,9.21587,16.96956,0.00000,6.00000,3.20412
china,xi jinping,40.00000,4.90998,8.14667,16.95608,0.00000,6.00000,3.02621
doj,epstein files,109.00000,28.05019,3.88589,16.94287,0.00000,29.00000,1.95825
hormuz,closed,29.00000,2.77660,10.44442,16.94230,0.00000,11.00000,3.38466
can't,hide,23.00000,1.66163,13.84184,16.94044,0.00000,8.00000,3.79096
putin,russian,126.00000,34.73513,3.62745,16.93369,0.00000,9.00000,1.85896
dhs,secretary,28.00000,2.40981,11.61918,16.91682,0.00000,7.00000,3.53844
comey,indictment,28.00000,2.86239,9.78205,16.90214,0.00000,12.00000,3.29014
attack,backfires,67.00000,11.80741,5.67440,16.89292,0.00000,13.00000,2.50447
mayor,la,21.00000,1.49993,14.00062,16.89231,0.00000,15.00000,3.80742
elections,local,24.00000,1.91384,12.54023,16.85452,0.00000,7.00000,3.64849
exposed,secret,86.00000,18.96726,4.53413,16.81878,0.00000,23.00000,2.18083
blockade,cuba,31.00000,3.26009,9.50895,16.76528,0.00000,13.00000,3.24929
israeli,palestinians,58.00000,9.40699,6.16563,16.76451,0.00000,6.00000,2.62425
high,gas prices,21.00000,1.50148,13.98621,16.72918,0.00000,11.00000,3.80593
israel,gaza,176.00000,61.62349,2.85605,16.72295,0.00000,22.00000,1.51402
greenland,denmark,52.00000,9.21958,5.64017,16.70534,0.00000,10.00000,2.49574
shooting,whcd,34.00000,3.72604,9.12496,16.69878,0.00000,17.00000,3.18982
backfires,instantly,54.00000,8.15251,6.62373,16.68935,0.00000,14.00000,2.72764
canada,mark carney,34.00000,3.96115,8.58337,16.68899,0.00000,7.00000,3.10154
ice,airports,37.00000,4.66252,7.93562,16.68615,0.00000,23.00000,2.98834
bondi,fired,46.00000,6.62899,6.93922,16.68315,0.00000,35.00000,2.79477
nasa,moon,29.00000,2.96897,9.76771,16.65454,0.00000,7.00000,3.28802
leader,mojtaba,25.00000,2.02555,12.34230,16.65442,0.00000,6.00000,3.62554
smith,adam,20.00000,1.44035,13.88550,16.64558,0.00000,10.00000,3.79551
strait of hormuz,reopen,22.00000,1.81571,12.11648,16.63767,0.00000,10.00000,3.59890
trump,tariffs,246.00000,122.27800,2.01181,16.63746,0.00000,42.00000,1.00849
graham,funeral,29.00000,2.72749,10.63248,16.63508,0.00000,14.00000,3.41041
billion,dollar,24.00000,2.00709,11.95758,16.62789,0.00000,18.00000,3.57985
center,obama,52.00000,8.60018,6.04639,16.62422,0.00000,10.00000,2.59607
killed,injured,28.00000,2.45189,11.41977,16.61245,0.00000,5.00000,3.51346
strait of hormuz,closed,20.00000,1.34593,14.85959,16.61233,0.00000,7.00000,3.89332
gop,convention,50.00000,8.03854,6.22004,16.60110,0.00000,14.00000,2.63692
files,released,41.00000,5.87899,6.97399,16.59221,0.00000,20.00000,2.80198
big,trouble,43.00000,5.56813,7.72253,16.57554,0.00000,11.00000,2.94907
israeli,settler,37.00000,4.44765,8.31899,16.57469,0.00000,10.00000,3.05641
epstein,probe,59.00000,10.08376,5.85099,16.57074,0.00000,11.00000,2.54868
china,jinping,40.00000,5.09754,7.84692,16.55950,0.00000,6.00000,2.97213
hearing,bondi,72.00000,14.66423,4.90991,16.53712,0.00000,19.00000,2.29570
center,presidential,32.00000,3.49108,9.16622,16.53227,0.00000,7.00000,3.19633
ahead,elections,27.00000,2.32961,11.58991,16.49133,0.00000,11.00000,3.53480
breaking,point,50.00000,8.12018,6.15750,16.49085,0.00000,30.00000,2.62234
prices,higher,21.00000,1.52714,13.75118,16.49059,0.00000,13.00000,3.78148
mayor,zohran,30.00000,4.43640,6.76223,16.49037,0.00000,12.00000,2.75750
arrest,lemon,33.00000,3.94264,8.37002,16.47340,0.00000,16.00000,3.06523
ag,todd blanche,43.00000,6.04092,7.11813,16.45221,0.00000,15.00000,2.83150
health,mcconnell,32.00000,3.38665,9.44887,16.44961,0.00000,14.00000,3.24014
global,economy,40.00000,5.44904,7.34074,16.40550,0.00000,21.00000,2.87592
judge,orders,49.00000,7.69127,6.37086,16.40057,0.00000,16.00000,2.67149
todd,ag,43.00000,6.07287,7.08068,16.38718,0.00000,15.00000,2.82389
world,argentina,35.00000,4.20600,8.32144,16.33347,0.00000,6.00000,3.05683
epstein,todd blanche,69.00000,14.00620,4.92639,16.32322,0.00000,16.00000,2.30053
artemis,moon,44.00000,7.11555,6.18364,16.29150,0.00000,11.00000,2.62846
daily,wire,29.00000,3.25945,8.89720,16.28823,0.00000,12.00000,3.15335
pool,pirro,23.00000,1.90185,12.09350,16.28237,0.00000,11.00000,3.59616
epstein,todd,70.00000,14.45181,4.84369,16.22843,0.00000,16.00000,2.27611
india,modi,25.00000,2.64719,9.44397,16.21796,0.00000,9.00000,3.23939
supreme court,tariffs,38.00000,4.76312,7.97797,16.19714,0.00000,21.00000,2.99602
dnc,autopsy,25.00000,2.56685,9.73958,16.19653,0.00000,18.00000,3.28386
epstein,pam,129.00000,42.10539,3.06374,16.19503,0.00000,38.00000,1.61529
red,states,26.00000,2.23153,11.65119,16.18345,0.00000,12.00000,3.54241
getting,keeps,24.00000,2.11140,11.36687,16.18292,0.00000,14.00000,3.50676
michigan,el-sayed,52.00000,9.67881,5.37256,16.16462,0.00000,18.00000,2.42561
arrested,prince andrew,20.00000,1.45459,13.74954,16.15996,0.00000,17.00000,3.78131
press,karoline,23.00000,1.81620,12.66378,16.15664,0.00000,8.00000,3.66264
pm,starmer,66.00000,12.86649,5.12960,16.13525,0.00000,8.00000,2.35885
tate,brothers,20.00000,1.53447,13.03379,16.09565,0.00000,14.00000,3.70418
security,social,32.00000,3.49507,9.15577,16.08967,0.00000,13.00000,3.19468
china,visit,43.00000,5.99263,7.17547,16.07740,0.00000,11.00000,2.84307
jan,rioters,20.00000,1.58354,12.62993,16.06925,0.00000,9.00000,3.65878
press,leavitt,27.00000,2.46747,10.94240,16.06685,0.00000,9.00000,3.45186
war,declares,119.00000,34.63136,3.43619,16.05088,0.00000,25.00000,1.78081
epstein,pam bondi,128.00000,42.01958,3.04620,16.04653,0.00000,38.00000,1.60701
arrest,don,33.00000,4.08396,8.08039,16.04032,0.00000,18.00000,3.01443
center,opening,27.00000,2.65862,10.15565,16.01894,0.00000,8.00000,3.34421
caught,lie,40.00000,5.30820,7.53551,15.99848,0.00000,17.00000,2.91370
uss lincoln,sailors,27.00000,2.84262,9.49828,15.97920,0.00000,6.00000,3.24767
activists,flotilla,21.00000,1.68401,12.47023,15.97045,0.00000,8.00000,3.64042
blanche,nomination,49.00000,8.52977,5.74459,15.92842,0.00000,13.00000,2.52220
act,voting,40.00000,5.65530,7.07302,15.91036,0.00000,18.00000,2.82233
midterms,steal,24.00000,2.16481,11.08643,15.90489,0.00000,15.00000,3.47072
israeli,palestinian,53.00000,9.10266,5.82247,15.90481,0.00000,10.00000,2.54163
cup,mexico,28.00000,2.83886,9.86312,15.90179,0.00000,6.00000,3.30204
gas,price,22.00000,1.73222,12.70050,15.89931,0.00000,13.00000,3.66681
economic,d-day,21.00000,1.76883,11.87224,15.88250,0.00000,14.00000,3.56952
state,address,40.00000,5.60090,7.14171,15.87736,0.00000,19.00000,2.83627
threatens,insurrection act,20.00000,1.48353,13.48139,15.87403,0.00000,14.00000,3.75290
oil,global,62.00000,11.87739,5.22000,15.86753,0.00000,13.00000,2.38405
hearing,kirk,42.00000,6.03086,6.96418,15.84530,0.00000,5.00000,2.79995
violence,west bank,27.00000,2.55295,10.57599,15.84370,0.00000,8.00000,3.40272
time,real,37.00000,4.66014,7.93968,15.82549,0.00000,23.00000,2.98908
artemis ii,ii crew,31.00000,3.72128,8.33047,15.81527,0.00000,8.00000,3.05840
supreme,tariffs,38.00000,4.93711,7.69681,15.80139,0.00000,21.00000,2.94426
war,trade,129.00000,39.17712,3.29274,15.79918,0.00000,29.00000,1.71929
minnesota,tim,34.00000,4.73803,7.17598,15.78747,0.00000,11.00000,2.84318
war,powers,61.00000,12.36185,4.93454,15.76809,0.00000,18.00000,2.30291
cnn,jennings,30.00000,3.27299,9.16594,15.75442,0.00000,13.00000,3.19628
killing,pretti,34.00000,4.40729,7.71448,15.75160,0.00000,15.00000,2.94757
peace,nobel,20.00000,2.35460,8.49401,15.75081,0.00000,14.00000,3.08645
greenland,threats,53.00000,9.50750,5.57455,15.74785,0.00000,14.00000,2.47885
testimony,jack smith,20.00000,1.49477,13.38001,15.74147,0.00000,8.00000,3.74201
shock,poll,27.00000,2.56847,10.51209,15.73163,0.00000,11.00000,3.39398
senate,primary,52.00000,8.67548,5.99391,15.72265,0.00000,14.00000,2.58350
primary,wins,30.00000,3.24717,9.23882,15.71589,0.00000,12.00000,3.20771
world cup,spain,31.00000,3.71314,8.34874,15.70462,0.00000,9.00000,3.06156
america,lake,30.00000,3.28961,9.11962,15.70100,0.00000,11.00000,3.18897
reflecting,pirro,22.00000,1.86900,11.77098,15.68355,0.00000,11.00000,3.55716
reflecting pool,pirro,22.00000,1.86900,11.77098,15.68355,0.00000,11.00000,3.55716
arrest,don lemon,31.00000,3.81360,8.12881,15.67861,0.00000,16.00000,3.02304
ai,anthropic,22.00000,1.82559,12.05092,15.65462,0.00000,11.00000,3.59107
artemis,ii crew,31.00000,3.78999,8.17944,15.64618,0.00000,8.00000,3.03200
hormuz,vessels,32.00000,3.82356,8.36915,15.62505,0.00000,5.00000,3.06508
white,event,40.00000,5.28950,7.56215,15.62218,0.00000,18.00000,2.91880
gets,revenge,47.00000,7.18678,6.53979,15.58786,0.00000,8.00000,2.70924
official,resigns,21.00000,1.72782,12.15406,15.57561,0.00000,14.00000,3.60337
epstein,cover-up,72.00000,16.91540,4.25648,15.57559,0.00000,25.00000,2.08966
history,biggest,25.00000,2.49785,10.00862,15.57325,0.00000,17.00000,3.32317
ukraine,moscow,48.00000,8.05662,5.95783,15.56590,0.00000,11.00000,2.57479
epstein,testify,54.00000,10.42396,5.18037,15.56450,0.00000,19.00000,2.37306
protest,kings,27.00000,2.90388,9.29789,15.54684,0.00000,11.00000,3.21690
cup,spain,31.00000,3.76487,8.23402,15.54628,0.00000,9.00000,3.04160
police,chief,38.00000,4.85308,7.83007,15.54231,0.00000,15.00000,2.96903
jack,testimony,20.00000,1.52677,13.09951,15.53700,0.00000,8.00000,3.71144
cnn,scott jennings,28.00000,2.94741,9.49986,15.53033,0.00000,13.00000,3.24791
fauci,anthony,21.00000,1.95806,10.72487,15.53020,0.00000,9.00000,3.42289
world cup,mexico,27.00000,2.77811,9.71885,15.49220,0.00000,6.00000,3.28079
going,we're,30.00000,3.26819,9.17939,15.45889,0.00000,13.00000,3.19840
white house,event,38.00000,4.91408,7.73289,15.44622,0.00000,18.00000,2.95101
ceasefire,fragile,27.00000,2.70469,9.98267,15.44126,0.00000,6.00000,3.31943
violence,bank,27.00000,2.66903,10.11603,15.41579,0.00000,8.00000,3.33857
hormuz,oman,34.00000,4.21469,8.06703,15.39807,0.00000,7.00000,3.01204
israeli,gaza,119.00000,35.01266,3.39877,15.37653,0.00000,8.00000,1.76501
caught,cam,48.00000,7.57257,6.33866,15.36318,0.00000,6.00000,2.66418
ukraine,drone,64.00000,12.75915,5.01601,15.33294,0.00000,9.00000,2.32654
base,jordan,31.00000,3.50834,8.83608,15.31787,0.00000,5.00000,3.14341
west,violence,30.00000,3.34502,8.96855,15.30965,0.00000,8.00000,3.16487
shapiro,josh,22.00000,2.70287,8.13951,15.29651,0.00000,14.00000,3.02494
artemis ii,nasa,38.00000,5.93518,6.40250,15.25329,0.00000,7.00000,2.67864
ii,nasa,38.00000,5.93518,6.40250,15.25329,0.00000,7.00000,2.67864
strikes,lebanon,116.00000,34.41912,3.37022,15.22860,0.00000,11.00000,1.75284
washington,post,29.00000,3.22347,8.99650,15.22356,0.00000,15.00000,3.16936
hearing,charlie kirk,37.00000,5.10653,7.24562,15.19933,0.00000,5.00000,2.85711
destroys,jon,21.00000,1.72543,12.17087,15.17591,0.00000,6.00000,3.60536
obama,presidential,36.00000,5.19393,6.93117,15.16322,0.00000,8.00000,2.79310
world,fans,41.00000,6.23951,6.57103,15.15512,0.00000,9.00000,2.71612
hantavirus,cruise ship,23.00000,2.16949,10.60156,15.15251,0.00000,6.00000,3.40620
threatens,insurrection,20.00000,1.60252,12.48034,15.13968,0.00000,14.00000,3.64159
war,escalates,99.00000,29.24233,3.38550,15.11322,0.00000,29.00000,1.75937
gas,high,25.00000,2.43723,10.25755,15.09320,0.00000,11.00000,3.35861
investigation,criminal,22.00000,1.92139,11.45004,15.08205,0.00000,12.00000,3.51728
mamdani,york,28.00000,3.10571,9.01565,15.08165,0.00000,10.00000,3.17243
federal,judges,34.00000,4.40319,7.72168,15.07245,0.00000,7.00000,2.94891
cnn,panel,27.00000,2.85600,9.45378,15.06393,0.00000,12.00000,3.24089
melania,dark,26.00000,2.61832,9.93003,15.04343,0.00000,7.00000,3.31180
house,ufc,50.00000,9.06256,5.51721,15.03911,0.00000,20.00000,2.46394
talarico,crockett,24.00000,2.40088,9.99632,15.03876,0.00000,15.00000,3.32140
report,bombshell,52.00000,8.84716,5.87759,15.02569,0.00000,18.00000,2.55522
reform,farage,40.00000,6.57351,6.08503,15.01902,0.00000,6.00000,2.60526
arrested,prince,20.00000,1.64060,12.19069,15.00308,0.00000,17.00000,3.60771
hearing,charlie,38.00000,5.48659,6.92598,14.99848,0.00000,5.00000,2.79202
dems,flip,22.00000,1.91710,11.47567,14.99016,0.00000,10.00000,3.52051
calls,grow,21.00000,1.75573,11.96085,14.98459,0.00000,9.00000,3.58025
special,coverage,24.00000,2.31323,10.37509,14.96678,0.00000,7.00000,3.37505
jackson,rev,35.00000,5.68334,6.15835,14.95592,0.00000,8.00000,2.62254
russian,kyiv,47.00000,7.49423,6.27149,14.94714,0.00000,5.00000,2.64881
kirk,owens,35.00000,4.93633,7.09029,14.93268,0.00000,15.00000,2.82584
gaza,board,39.00000,6.25369,6.23632,14.90958,0.00000,13.00000,2.64069
briefing,pentagon,21.00000,1.72858,12.14871,14.89760,0.00000,6.00000,3.60273
artemis ii,crew,34.00000,4.83933,7.02576,14.89351,0.00000,8.00000,2.81265
kirk,candace,38.00000,6.01265,6.32001,14.88979,0.00000,16.00000,2.65993
rep,ro,30.00000,3.86134,7.76933,14.88942,0.00000,14.00000,2.95779
rep,ro khanna,30.00000,3.86134,7.76933,14.88942,0.00000,14.00000,2.95779
visit,king,30.00000,3.80302,7.88847,14.88616,0.00000,8.00000,2.97975
iran,threatens,239.00000,113.17075,2.11185,14.86940,0.00000,40.00000,1.07851
air,base,45.00000,7.03220,6.39914,14.86810,0.00000,7.00000,2.67788
truth,telling,20.00000,1.65290,12.09994,14.84615,0.00000,12.00000,3.59693
primary,results,20.00000,1.73274,11.54242,14.82744,0.00000,14.00000,3.52887
charlie,candace owens,22.00000,2.08669,10.54302,14.81948,0.00000,12.00000,3.39822
american,history,39.00000,5.80812,6.71474,14.80102,0.00000,18.00000,2.74733
arrest,andrew,31.00000,4.16558,7.44194,14.77209,0.00000,10.00000,2.89568
big,time,62.00000,12.47402,4.97033,14.77177,0.00000,14.00000,2.31334
smith,testimony,21.00000,1.84747,11.36689,14.76295,0.00000,8.00000,3.50677
speech,crowd,29.00000,3.24371,8.94039,14.75546,0.00000,10.00000,3.16034
post,racist,28.00000,3.16866,8.83655,14.73175,0.00000,12.00000,3.14348
kirk,candace owens,33.00000,4.57967,7.20575,14.68474,0.00000,14.00000,2.84915
republican,senator,34.00000,4.39809,7.73064,14.66863,0.00000,15.00000,2.95059
cameras,flock,20.00000,1.99824,10.00882,14.66778,0.00000,17.00000,3.32320
hormuz,control,64.00000,13.47456,4.74969,14.63799,0.00000,10.00000,2.24783
air,defence,31.00000,3.66656,8.45478,14.63598,0.00000,6.00000,3.07977
peter,mandelson,47.00000,10.47536,4.48672,14.63593,0.00000,7.00000,2.16566
secret,leaks,59.00000,12.02444,4.90667,14.62418,0.00000,12.00000,2.29474
fired,pam bondi,32.00000,4.21121,7.59876,14.60683,0.00000,27.00000,2.92576
victory,declares,24.00000,2.29964,10.43644,14.59168,0.00000,9.00000,3.38356
charlie,owens,23.00000,2.32303,9.90086,14.59163,0.00000,12.00000,3.30755
health,scare,20.00000,1.88307,10.62095,14.58861,0.00000,10.00000,3.40884
right,far,33.00000,4.77341,6.91329,14.57507,0.00000,19.00000,2.78937
pm,uk,67.00000,14.49533,4.62218,14.54021,0.00000,5.00000,2.20857
deal,trade,42.00000,6.37543,6.58779,14.53514,0.00000,11.00000,2.71979
election,georgia,30.00000,3.75800,7.98297,14.53091,0.00000,15.00000,2.99693
artemis ii,moon,38.00000,6.43673,5.90362,14.52418,0.00000,9.00000,2.56160
ii,moon,38.00000,6.43673,5.90362,14.52418,0.00000,9.00000,2.56160
worse,problem,27.00000,3.05225,8.84594,14.52386,0.00000,13.00000,3.14502
can't,answer,30.00000,3.54158,8.47079,14.51870,0.00000,11.00000,3.08250
hearing,jack smith,24.00000,2.37170,10.11933,14.51637,0.00000,10.00000,3.33904
hearing,blanche,69.00000,17.15415,4.02235,14.51273,0.00000,19.00000,2.00804
israel,beirut,68.00000,16.00963,4.24744,14.51247,0.00000,15.00000,2.08659
israel,idf,95.00000,26.58515,3.57342,14.48094,0.00000,9.00000,1.83731
senate,texas,46.00000,7.61893,6.03759,14.43985,0.00000,13.00000,2.59397
home,return,20.00000,1.71543,11.65887,14.43524,0.00000,5.00000,3.54336
secret,revealed,52.00000,9.49787,5.47491,14.41361,0.00000,17.00000,2.45284
israel,netanyahu,164.00000,62.10706,2.64060,14.40839,0.00000,21.00000,1.40087
iran,negotiations,119.00000,44.21049,2.69167,14.40751,0.00000,26.00000,1.42850
dems,midterms,44.00000,7.12794,6.17289,14.37310,0.00000,9.00000,2.62595
ship,hantavirus,25.00000,2.74881,9.09485,14.36842,0.00000,7.00000,3.18505
putin,nato,182.00000,72.68599,2.50392,14.33856,0.00000,11.00000,1.32419
democrats,win,47.00000,8.81754,5.33028,14.33391,0.00000,23.00000,2.41421
epstein,note,23.00000,2.43401,9.44942,14.32942,0.00000,13.00000,3.24023
secret,dirty,20.00000,1.93394,10.34160,14.32589,0.00000,8.00000,3.37039
erupts,civil,21.00000,1.91462,10.96826,14.31594,0.00000,9.00000,3.45526
gaza,genocide,33.00000,4.85988,6.79029,14.31304,0.00000,10.00000,2.76347
bad bunny,halftime,27.00000,3.36275,8.02913,14.29098,0.00000,19.00000,3.00524
bunny,halftime,27.00000,3.36275,8.02913,14.29098,0.00000,19.00000,3.00524
fired,pam,32.00000,4.43674,7.21251,14.24107,0.00000,27.00000,2.85050
epstein,ties,56.00000,12.83430,4.36331,14.22978,0.00000,21.00000,2.12542
blow,deals,20.00000,1.81457,11.02191,14.20509,0.00000,6.00000,3.46230
supreme court,citizenship,45.00000,8.70194,5.17126,14.19452,0.00000,18.00000,2.37052
jesse jackson,rev,30.00000,4.41743,6.79127,14.17704,0.00000,8.00000,2.76368
lebanon,idf,36.00000,5.21097,6.90850,14.17413,0.00000,5.00000,2.78837
strikes,launches,60.00000,12.68793,4.72890,14.13891,0.00000,9.00000,2.24151
dead,shot,20.00000,1.73449,11.53078,14.10834,0.00000,7.00000,3.52742
