creator,genre,month_from,month_to,n_from,n_to,js_distance,group,organisation,clipper,partial_month,low_n
@NovaraMedia,videos,2026-06,2026-07,69,55,0.6476,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-07,2026-08,55,87,0.667,left,Novara Media,False,False,False
@NovaraMedia,videos,2026-08,2026-09,87,43,0.7624,left,Novara Media,False,True,False
@OfficialSaharTV,videos,2026-01,2026-02,112,110,0.4786,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-02,2026-03,110,94,0.4814,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-03,2026-04,94,107,0.4484,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-04,2026-05,107,92,0.4174,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-05,2026-06,92,94,0.4959,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-06,2026-07,94,89,0.4901,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-07,2026-08,89,133,0.5603,right,Sahar TV,False,False,False
@OfficialSaharTV,videos,2026-08,2026-09,133,62,0.455,right,Sahar TV,False,True,False
@OwenJonesTalks,videos,2026-01,2026-02,18,19,0.7801,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-02,2026-03,19,34,0.7412,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-03,2026-04,34,29,0.6438,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-04,2026-05,29,33,0.7301,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-05,2026-06,33,26,0.5734,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-06,2026-07,26,29,0.5958,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-07,2026-08,29,29,0.6524,left,Owen Jones,False,False,False
@OwenJonesTalks,videos,2026-08,2026-09,29,16,0.7083,left,Owen Jones,False,True,False
@OwenReport,streams,2026-01,2026-02,21,27,0.9073,left,Owen Shroyer,False,False,False
@OwenReport,streams,2026-02,2026-03,27,22,0.8269,left,Owen Shroyer,False,False,False
@OwenReport,streams,2026-03,2026-04,22,21,0.6578,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-01,2026-02,42,45,0.6392,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-02,2026-03,45,40,0.6794,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-03,2026-04,40,64,0.7277,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-04,2026-05,64,35,0.655,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-05,2026-06,35,42,0.7518,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-06,2026-07,42,29,0.7922,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-07,2026-08,29,66,0.8351,left,Owen Shroyer,False,False,False
@OwenReport,videos,2026-08,2026-09,66,25,0.8262,left,Owen Shroyer,False,True,False
@POLITICO,videos,2026-01,2026-02,15,32,0.8208,neutral,Politico,False,False,False
@POLITICO,videos,2026-02,2026-03,32,31,0.8604,neutral,Politico,False,False,False
@POLITICO,videos,2026-03,2026-04,31,40,0.7002,neutral,Politico,False,False,False
@POLITICO,videos,2026-04,2026-05,40,37,0.7355,neutral,Politico,False,False,False
@POLITICO,videos,2026-05,2026-06,37,36,0.7564,neutral,Politico,False,False,False
@POLITICO,videos,2026-06,2026-07,36,33,0.7428,neutral,Politico,False,False,False
@POLITICO,videos,2026-07,2026-08,33,50,0.751,neutral,Politico,False,False,False
@POLITICO,videos,2026-08,2026-09,50,21,0.7936,neutral,Politico,False,True,False
@PTLRadioShow,streams,2026-01,2026-02,20,24,0.8011,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-02,2026-03,24,21,0.9009,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-03,2026-04,21,23,0.823,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-04,2026-05,23,24,0.6786,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-05,2026-06,24,23,0.7503,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-06,2026-07,23,21,0.8565,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-07,2026-08,21,30,0.8411,left,Pushing the Limits,False,False,False
@PTLRadioShow,streams,2026-08,2026-09,30,15,0.8981,left,Pushing the Limits,False,True,False
@PTLRadioShow,videos,2026-01,2026-02,192,230,0.579,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-02,2026-03,230,192,0.6545,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-03,2026-04,192,198,0.538,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-04,2026-05,198,172,0.5447,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-05,2026-06,172,195,0.583,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-06,2026-07,195,160,0.4995,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-07,2026-08,160,234,0.577,left,Pushing the Limits,False,False,False
@PTLRadioShow,videos,2026-08,2026-09,234,111,0.5379,left,Pushing the Limits,False,True,False
@PhillipScottPodcast,streams,2026-02,2026-03,17,22,0.7121,right,Phillip Scott,False,False,True
@PhillipScottPodcast,streams,2026-05,2026-06,25,18,0.7258,right,Phillip Scott,False,False,True
@PiersMorganUncensored,videos,2026-02,2026-03,23,24,0.8093,neutral,Piers Morgan,False,False,False
@PiersMorganUncensored,videos,2026-03,2026-04,24,21,0.7549,neutral,Piers Morgan,False,False,False
@PiersMorganUncensored,videos,2026-04,2026-05,21,24,0.682,neutral,Piers Morgan,False,False,False
@PiersMorganUncensored,videos,2026-05,2026-06,24,19,0.6219,neutral,Piers Morgan,False,False,False
@PiersMorganUncensored,videos,2026-06,2026-07,19,25,0.7331,neutral,Piers Morgan,False,False,False
@PiersMorganUncensored,videos,2026-07,2026-08,25,24,0.6906,neutral,Piers Morgan,False,False,False
@Politicon,videos,2026-01,2026-02,30,50,0.6906,left,Politicon,False,False,False
@Politicon,videos,2026-02,2026-03,50,37,0.7257,left,Politicon,False,False,False
@Politicon,videos,2026-03,2026-04,37,44,0.7688,left,Politicon,False,False,False
@Politicon,videos,2026-04,2026-05,44,67,0.7803,left,Politicon,False,False,False
@Politicon,videos,2026-05,2026-06,67,65,0.7096,left,Politicon,False,False,False
@Politicon,videos,2026-06,2026-07,65,69,0.697,left,Politicon,False,False,False
@Politicon,videos,2026-07,2026-08,69,87,0.6009,left,Politicon,False,False,False
@Politicon,videos,2026-08,2026-09,87,47,0.6879,left,Politicon,False,True,False
@PoliticsJOE,videos,2026-01,2026-02,31,57,0.6811,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-02,2026-03,57,48,0.6489,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-03,2026-04,48,52,0.6384,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-04,2026-05,52,42,0.6442,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-05,2026-06,42,27,0.6832,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-06,2026-07,27,36,0.5765,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-07,2026-08,36,31,0.6401,left,PoliticsJOE,False,False,False
@PoliticsJOE,videos,2026-08,2026-09,31,15,0.744,left,PoliticsJOE,False,True,False
@PragerU,videos,2026-01,2026-02,31,43,0.7617,right,PragerU,False,False,False
@PragerU,videos,2026-02,2026-03,43,38,0.7459,right,PragerU,False,False,False
@PragerU,videos,2026-03,2026-04,38,41,0.7418,right,PragerU,False,False,False
@PragerU,videos,2026-04,2026-05,41,41,0.6875,right,PragerU,False,False,False
@PragerU,videos,2026-05,2026-06,41,45,0.6391,right,PragerU,False,False,False
@PragerU,videos,2026-06,2026-07,45,44,0.6945,right,PragerU,False,False,False
@PragerU,videos,2026-07,2026-08,44,61,0.6795,right,PragerU,False,False,False
@PragerU,videos,2026-08,2026-09,61,41,0.7085,right,PragerU,False,True,False
@RSBN,streams,2026-01,2026-02,33,37,0.6079,right,RSBN,False,False,False
@RSBN,streams,2026-02,2026-03,37,44,0.5393,right,RSBN,False,False,False
@RSBN,streams,2026-03,2026-04,44,46,0.5256,right,RSBN,False,False,False
@RSBN,streams,2026-04,2026-05,46,37,0.5011,right,RSBN,False,False,False
@RSBN,streams,2026-05,2026-06,37,37,0.6216,right,RSBN,False,False,False
@RSBN,streams,2026-06,2026-07,37,31,0.5361,right,RSBN,False,False,False
@RSBN,streams,2026-07,2026-08,31,47,0.5838,right,RSBN,False,False,False
@RSBN,streams,2026-08,2026-09,47,25,0.695,right,RSBN,False,True,False
@RSBN,videos,2026-01,2026-02,128,142,0.6017,right,RSBN,False,False,False
@RSBN,videos,2026-02,2026-03,142,161,0.61,right,RSBN,False,False,False
@RSBN,videos,2026-03,2026-04,161,207,0.6453,right,RSBN,False,False,False
@RSBN,videos,2026-04,2026-05,207,140,0.687,right,RSBN,False,False,False
@RSBN,videos,2026-05,2026-06,140,243,0.5981,right,RSBN,False,False,False
@RSBN,videos,2026-06,2026-07,243,184,0.5648,right,RSBN,False,False,False
@RSBN,videos,2026-07,2026-08,184,239,0.6198,right,RSBN,False,False,False
@RSBN,videos,2026-08,2026-09,239,196,0.6035,right,RSBN,False,True,False
@RealAmericasVoice,streams,2026-01,2026-02,19,47,0.8558,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-02,2026-03,47,22,0.8959,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-03,2026-04,22,91,0.8798,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-04,2026-05,91,252,0.6857,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-05,2026-06,252,282,0.6037,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-06,2026-07,282,278,0.6214,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-07,2026-08,278,371,0.5881,right,Real America's Voice,False,False,False
@RealAmericasVoice,streams,2026-08,2026-09,371,181,0.6111,right,Real America's Voice,False,True,False
@RealAmericasVoice,videos,2026-01,2026-02,529,646,0.5306,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-02,2026-03,646,586,0.6007,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-03,2026-04,586,458,0.5634,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-04,2026-05,458,205,0.5781,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-05,2026-06,205,149,0.5993,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-06,2026-07,149,28,0.7964,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-07,2026-08,28,31,0.8175,right,Real America's Voice,False,False,False
@RealAmericasVoice,videos,2026-08,2026-09,31,21,0.8378,right,Real America's Voice,False,True,False
@RealDanBongino,videos,2026-03,2026-04,29,21,0.7768,right,Dan Bongino,False,False,False
@RealDanBongino,videos,2026-04,2026-05,21,27,0.7319,right,Dan Bongino,False,False,False
@RealDanBongino,videos,2026-05,2026-06,27,19,0.7326,right,Dan Bongino,False,False,False
@RealDanBongino,videos,2026-06,2026-07,19,28,0.6978,right,Dan Bongino,False,False,False
@RealDanBongino,videos,2026-07,2026-08,28,89,0.728,right,Dan Bongino,False,False,False
@RealDanBongino,videos,2026-08,2026-09,89,50,0.7123,right,Dan Bongino,False,True,False
@RebelHQ,videos,2026-01,2026-02,143,161,0.5123,left,TYT Network,False,False,False
@RebelHQ,videos,2026-02,2026-03,161,153,0.5417,left,TYT Network,False,False,False
@RebelHQ,videos,2026-03,2026-04,153,161,0.5456,left,TYT Network,False,False,False
@RebelHQ,videos,2026-04,2026-05,161,148,0.5524,left,TYT Network,False,False,False
@RebelHQ,videos,2026-05,2026-06,148,127,0.6174,left,TYT Network,False,False,False
@RebelHQ,videos,2026-06,2026-07,127,112,0.5924,left,TYT Network,False,False,False
@RebelHQ,videos,2026-07,2026-08,112,177,0.5522,left,TYT Network,False,False,False
@RebelHQ,videos,2026-08,2026-09,177,110,0.5976,left,TYT Network,False,True,False
@RebelNewsOnline,streams,2026-01,2026-02,16,24,0.6336,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-02,2026-03,24,23,0.5105,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-03,2026-04,23,20,0.5114,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-04,2026-05,20,22,0.4793,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-05,2026-06,22,21,0.4642,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-06,2026-07,21,21,0.4635,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-07,2026-08,21,28,0.5696,right,Rebel News,False,False,False
@RebelNewsOnline,streams,2026-08,2026-09,28,20,0.5229,right,Rebel News,False,True,False
@RebelNewsOnline,videos,2026-01,2026-02,166,218,0.5658,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-02,2026-03,218,214,0.5203,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-03,2026-04,214,149,0.6328,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-04,2026-05,149,134,0.4303,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-05,2026-06,134,140,0.5833,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-06,2026-07,140,113,0.5312,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-07,2026-08,113,147,0.5442,right,Rebel News,False,False,False
@RebelNewsOnline,videos,2026-08,2026-09,147,77,0.5949,right,Rebel News,False,True,False
@RedactedNews,streams,2026-02,2026-03,18,17,0.6638,right,Redacted,False,False,False
@RedactedNews,streams,2026-03,2026-04,17,17,0.6713,right,Redacted,False,False,False
@RedactedNews,streams,2026-04,2026-05,17,18,0.4687,right,Redacted,False,False,False
@RedactedNews,streams,2026-08,2026-09,18,18,0.9428,right,Redacted,False,True,False
@RedactedNews,videos,2026-01,2026-02,57,48,0.7872,right,Redacted,False,False,False
@RedactedNews,videos,2026-02,2026-03,48,44,0.8084,right,Redacted,False,False,False
@RedactedNews,videos,2026-03,2026-04,44,53,0.6983,right,Redacted,False,False,False
@RedactedNews,videos,2026-04,2026-05,53,71,0.6691,right,Redacted,False,False,False
@RedactedNews,videos,2026-05,2026-06,71,64,0.6217,right,Redacted,False,False,False
@RedactedNews,videos,2026-06,2026-07,64,45,0.6462,right,Redacted,False,False,False
@RedactedNews,videos,2026-07,2026-08,45,43,0.7816,right,Redacted,False,False,False
@RedactedNews,videos,2026-08,2026-09,43,27,0.7232,right,Redacted,False,True,False
@RestPoliticsUS,videos,2026-01,2026-02,20,23,0.9183,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-02,2026-03,23,24,0.9008,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-03,2026-04,24,29,0.7584,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-04,2026-05,29,32,0.7708,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-05,2026-06,32,27,0.8455,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-06,2026-07,27,22,0.6758,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-07,2026-08,22,28,0.8149,left,The Rest Is Politics US,False,False,False
@RestPoliticsUS,videos,2026-08,2026-09,28,15,0.9317,left,The Rest Is Politics US,False,True,False
@Reuters,streams,2026-01,2026-02,222,323,0.5571,neutral,Reuters,False,False,False
@Reuters,streams,2026-02,2026-03,323,241,0.5229,neutral,Reuters,False,False,False
@Reuters,streams,2026-03,2026-04,241,199,0.5458,neutral,Reuters,False,False,False
@Reuters,streams,2026-04,2026-05,199,205,0.5606,neutral,Reuters,False,False,False
@Reuters,streams,2026-05,2026-06,205,217,0.5598,neutral,Reuters,False,False,False
@Reuters,streams,2026-06,2026-07,217,252,0.5556,neutral,Reuters,False,False,False
@Reuters,streams,2026-07,2026-08,252,231,0.5541,neutral,Reuters,False,False,False
@Reuters,streams,2026-08,2026-09,231,118,0.6982,neutral,Reuters,False,True,False
@Reuters,videos,2026-01,2026-02,784,1018,0.4055,neutral,Reuters,False,False,False
@Reuters,videos,2026-02,2026-03,1018,831,0.5088,neutral,Reuters,False,False,False
@Reuters,videos,2026-03,2026-04,831,926,0.4159,neutral,Reuters,False,False,False
@Reuters,videos,2026-04,2026-05,926,1032,0.4128,neutral,Reuters,False,False,False
@Reuters,videos,2026-05,2026-06,1032,965,0.383,neutral,Reuters,False,False,False
@Reuters,videos,2026-06,2026-07,965,962,0.3933,neutral,Reuters,False,False,False
@Reuters,videos,2026-07,2026-08,962,1031,0.3968,neutral,Reuters,False,False,False
@Reuters,videos,2026-08,2026-09,1031,527,0.4141,neutral,Reuters,False,True,False
@RileyGaines,videos,2026-05,2026-06,16,24,0.869,right,Riley Gaines,False,False,False
@RileyGaines,videos,2026-06,2026-07,24,18,0.7494,right,Riley Gaines,False,False,False
@RileyGaines,videos,2026-07,2026-08,18,29,0.8679,right,Riley Gaines,False,False,False
@RobertGouveiaEsq,streams,2026-01,2026-02,41,49,0.7025,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-02,2026-03,49,42,0.6807,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-03,2026-04,42,40,0.6864,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-04,2026-05,40,43,0.7364,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-05,2026-06,43,42,0.7131,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-06,2026-07,42,43,0.6644,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-07,2026-08,43,55,0.5469,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,streams,2026-08,2026-09,55,30,0.6277,right,Robert Gouveia,False,True,False
@RobertGouveiaEsq,videos,2026-01,2026-02,72,87,0.6146,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-02,2026-03,87,69,0.6765,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-03,2026-04,69,60,0.5834,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-04,2026-05,60,62,0.5981,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-05,2026-06,62,71,0.6318,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-06,2026-07,71,94,0.5827,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-07,2026-08,94,123,0.5118,right,Robert Gouveia,False,False,False
@RobertGouveiaEsq,videos,2026-08,2026-09,123,58,0.5923,right,Robert Gouveia,False,True,False
@RubinReport,videos,2026-01,2026-02,74,127,0.657,right,Rubin Report,False,False,False
@RubinReport,videos,2026-02,2026-03,127,94,0.6985,right,Rubin Report,False,False,False
@RubinReport,videos,2026-03,2026-04,94,129,0.607,right,Rubin Report,False,False,False
@RubinReport,videos,2026-04,2026-05,129,145,0.5484,right,Rubin Report,False,False,False
@RubinReport,videos,2026-05,2026-06,145,116,0.651,right,Rubin Report,False,False,False
@RubinReport,videos,2026-06,2026-07,116,123,0.6102,right,Rubin Report,False,False,False
@RubinReport,videos,2026-07,2026-08,123,155,0.6854,right,Rubin Report,False,False,False
@RubinReport,videos,2026-08,2026-09,155,84,0.651,right,Rubin Report,False,True,False
@SMN,videos,2026-01,2026-02,19,22,0.9123,left,Some More News,False,False,False
@SMN,videos,2026-02,2026-03,22,22,0.9682,left,Some More News,False,False,False
@SMN,videos,2026-03,2026-04,22,25,0.8658,left,Some More News,False,False,False
@SMN,videos,2026-04,2026-05,25,23,0.8111,left,Some More News,False,False,False
@SMN,videos,2026-05,2026-06,23,22,0.9688,left,Some More News,False,False,False
@SMN,videos,2026-06,2026-07,22,25,0.8501,left,Some More News,False,False,False
@SMN,videos,2026-07,2026-08,25,25,0.9136,left,Some More News,False,False,False
@SabbySabs,videos,2026-01,2026-02,69,73,0.7446,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-02,2026-03,73,63,0.6934,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-03,2026-04,63,76,0.7076,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-04,2026-05,76,63,0.6819,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-05,2026-06,63,74,0.7445,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-06,2026-07,74,63,0.7016,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-07,2026-08,63,94,0.7405,left,Sabby Sabs,False,False,False
@SabbySabs,videos,2026-08,2026-09,94,51,0.7181,left,Sabby Sabs,False,True,False
@SaltyCracker,videos,2026-01,2026-02,47,47,0.6529,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-02,2026-03,47,37,0.6816,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-03,2026-04,37,48,0.766,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-04,2026-05,48,45,0.7776,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-05,2026-06,45,48,0.7242,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-06,2026-07,48,43,0.7079,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-07,2026-08,43,49,0.771,right,Salty Cracker,False,False,False
@SaltyCracker,videos,2026-08,2026-09,49,23,0.8669,right,Salty Cracker,False,True,False
@SecularTalk,videos,2026-01,2026-02,153,171,0.5572,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-02,2026-03,171,159,0.5861,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-03,2026-04,159,163,0.5656,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-04,2026-05,163,167,0.5376,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-05,2026-06,167,161,0.5493,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-06,2026-07,161,158,0.5229,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-07,2026-08,158,215,0.5567,left,Kyle Kulinski,False,False,False
@SecularTalk,videos,2026-08,2026-09,215,111,0.5158,left,Kyle Kulinski,False,True,False
@Semafor,videos,2026-04,2026-05,18,61,0.6315,neutral,Semafor,False,False,False
@Semafor,videos,2026-05,2026-06,61,15,0.6674,neutral,Semafor,False,False,False
@SkyNews,streams,2026-01,2026-02,209,259,0.6289,left,Sky News,False,False,False
@SkyNews,streams,2026-02,2026-03,259,216,0.5983,left,Sky News,False,False,False
@SkyNews,streams,2026-03,2026-04,216,247,0.585,left,Sky News,False,False,False
@SkyNews,streams,2026-04,2026-05,247,249,0.5806,left,Sky News,False,False,False
@SkyNews,streams,2026-05,2026-06,249,211,0.6114,left,Sky News,False,False,False
@SkyNews,streams,2026-06,2026-07,211,196,0.588,left,Sky News,False,False,False
@SkyNews,streams,2026-07,2026-08,196,241,0.5783,left,Sky News,False,False,False
@SkyNews,streams,2026-08,2026-09,241,140,0.6721,left,Sky News,False,True,False
@SkyNews,videos,2026-01,2026-02,490,558,0.5734,left,Sky News,False,False,False
@SkyNews,videos,2026-02,2026-03,558,464,0.5314,left,Sky News,False,False,False
@SkyNews,videos,2026-03,2026-04,464,430,0.4808,left,Sky News,False,False,False
@SkyNews,videos,2026-04,2026-05,430,426,0.5428,left,Sky News,False,False,False
@SkyNews,videos,2026-05,2026-06,426,294,0.5112,left,Sky News,False,False,False
@SkyNews,videos,2026-06,2026-07,294,359,0.4577,left,Sky News,False,False,False
@SkyNews,videos,2026-07,2026-08,359,427,0.4895,left,Sky News,False,False,False
@SkyNews,videos,2026-08,2026-09,427,229,0.5544,left,Sky News,False,True,False
@StatusCoup,streams,2026-01,2026-02,15,25,0.4094,left,Status Coup,False,False,False
@StatusCoup,streams,2026-04,2026-05,18,23,0.6336,left,Status Coup,False,False,False
@StatusCoup,streams,2026-05,2026-06,23,21,0.8442,left,Status Coup,False,False,False
@StatusCoup,videos,2026-01,2026-02,48,67,0.5571,left,Status Coup,False,False,False
@StatusCoup,videos,2026-02,2026-03,67,61,0.5682,left,Status Coup,False,False,False
@StatusCoup,videos,2026-03,2026-04,61,55,0.6456,left,Status Coup,False,False,False
@StatusCoup,videos,2026-04,2026-05,55,54,0.6577,left,Status Coup,False,False,False
@StatusCoup,videos,2026-05,2026-06,54,48,0.7217,left,Status Coup,False,False,False
@StatusCoup,videos,2026-06,2026-07,48,59,0.64,left,Status Coup,False,False,False
@StatusCoup,videos,2026-07,2026-08,59,68,0.7186,left,Status Coup,False,False,False
@StatusCoup,videos,2026-08,2026-09,68,57,0.6789,left,Status Coup,False,True,False
@StevenCrowder,videos,2026-02,2026-03,24,17,0.6568,right,Louder with Crowder,False,False,False
@StevenCrowder,videos,2026-03,2026-04,17,20,0.7103,right,Louder with Crowder,False,False,False
@StevenCrowder,videos,2026-04,2026-05,20,20,0.8232,right,Louder with Crowder,False,False,False
@StevenCrowder,videos,2026-05,2026-06,20,23,0.8279,right,Louder with Crowder,False,False,False
@StevenCrowder,videos,2026-06,2026-07,23,20,0.7895,right,Louder with Crowder,False,False,False
@StevenCrowder,videos,2026-07,2026-08,20,22,0.8421,right,Louder with Crowder,False,False,False
@Styxhexenhammer666,videos,2026-01,2026-02,114,80,0.7233,right,Styxhexenhammer,False,False,False
@Styxhexenhammer666,videos,2026-02,2026-03,80,80,0.7028,right,Styxhexenhammer,False,False,False
@Styxhexenhammer666,videos,2026-03,2026-04,80,37,0.8033,right,Styxhexenhammer,False,False,False
@Styxhexenhammer666,videos,2026-04,2026-05,37,26,0.7427,right,Styxhexenhammer,False,False,False
@Styxhexenhammer666,videos,2026-05,2026-06,26,82,0.7407,right,Styxhexenhammer,False,False,False
@TechCrunch,videos,2026-05,2026-06,15,16,0.5135,neutral,TechCrunch,False,False,False
@TechCrunch,videos,2026-06,2026-07,16,36,0.505,neutral,TechCrunch,False,False,False
@TechCrunch,videos,2026-07,2026-08,36,24,0.3509,neutral,TechCrunch,False,False,False
@TheAdamCarollaShow1,videos,2026-01,2026-02,41,44,0.7799,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-02,2026-03,44,45,0.7251,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-03,2026-04,45,52,0.7053,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-04,2026-05,52,45,0.7534,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-05,2026-06,45,39,0.6603,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-06,2026-07,39,44,0.7765,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-07,2026-08,44,58,0.6901,right,Adam Carolla,False,False,False
@TheAdamCarollaShow1,videos,2026-08,2026-09,58,27,0.7541,right,Adam Carolla,False,True,False
@TheAmalaEkpunobi,videos,2026-01,2026-02,25,27,0.6822,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-02,2026-03,27,23,0.7289,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-03,2026-04,23,25,0.8621,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-04,2026-05,25,24,0.7559,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-05,2026-06,24,24,0.6755,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-06,2026-07,24,23,0.6677,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-07,2026-08,23,25,0.7186,right,Amala Ekpunobi,False,False,False
@TheAmalaEkpunobi,videos,2026-08,2026-09,25,15,0.591,right,Amala Ekpunobi,False,True,False
