term,n_titles,n_channels,is_phrase,phrase_words
vp vance,164,22,True,vp|vance
asking,163,61,False,
carrier,163,37,False,
cooper,163,58,False,
digital,163,46,False,
finding,163,62,False,
ops,163,28,False,
production,163,27,False,
protestors,163,47,False,
spanish,163,40,False,
split,163,48,False,
sued,163,71,False,
wef,163,30,False,
abandon,162,56,False,
abraham,162,34,False,
crushing,162,50,False,
doctors,162,60,False,
dying,162,66,False,
heroes,162,44,False,
laura ingraham,162,14,True,laura|ingraham
photos,162,45,False,
presented,162,22,False,
relations,162,35,False,
struggles,162,61,False,
won't believe,162,33,True,won't|believe
woods,162,37,False,
worried,162,50,False,
area,161,33,False,
batya,161,10,False,
bongino,161,38,False,
bros,161,54,False,
code,161,43,False,
extends,161,31,False,
halts,161,37,False,
links,161,36,False,
pardon,161,61,False,
potus,161,21,False,
reached,161,49,False,
status,161,52,False,
tear,161,39,False,
terrorists,161,59,False,
texts,161,59,False,
bodies,160,35,False,
comer,160,25,False,
display,160,41,False,
fighter jets,160,25,True,fighter|jets
grills,160,43,False,
hannity,160,27,False,
hq,160,31,False,
influencers,160,83,False,
quiet,160,67,False,
robots,160,39,False,
rubble,160,20,False,
screwed,160,48,False,
soar,160,43,False,
sue,160,71,False,
worker,160,60,False,
ankara,159,13,False,
beck,159,30,False,
caine,159,23,False,
collision,159,25,False,
different,159,61,False,
divide,159,52,False,
donation,159,29,False,
economist,159,42,False,
jeffrey sachs,159,17,True,jeffrey|sachs
signal,159,43,False,
spreads,159,51,False,
systems,159,36,False,
turning point,159,56,True,turning|point
wasn't,159,71,False,
wealth,159,61,False,
dad,158,64,False,
emerges,158,43,False,
failures,158,59,False,
fulton,158,24,False,
houthi,158,21,False,
progressive,158,57,False,
shakes,158,32,False,
sister,158,59,False,
study,158,46,False,
wait,158,56,False,
alleges,157,30,False,
appearance,157,55,False,
bovino,157,54,False,
brandon,157,47,False,
connection,157,54,False,
decades,157,46,False,
declared,157,52,False,
helped,157,53,False,
munich,157,39,False,
offensive,157,40,False,
read,157,78,False,
seized,157,40,False,
asmongold,156,24,False,
bet,156,48,False,
confirmation hearing,156,33,True,confirmation|hearing
cross,156,50,False,
evacuation,156,28,False,
justin,156,48,False,
abortion,155,49,False,
chuck,155,55,False,
closer,155,52,False,
ezra,155,19,False,
finance,155,33,False,
firm,155,42,False,
foundation,155,34,False,
glenn beck,155,26,True,glenn|beck
learn,155,65,False,
mar-a-lago,155,52,False,
mixed,155,29,False,
russia-ukraine,155,22,False,
veterans,155,45,False,
works,155,73,False,
betrayal,154,59,False,
brutally,154,47,False,
concern,154,31,False,
cpac,154,35,False,
hawaii,154,32,False,
jimmy kimmel,154,53,True,jimmy|kimmel
politicians,154,73,False,
races,154,47,False,
raising,154,46,False,
sources say,154,10,True,sources|say
uncertainty,154,25,False,
divided,153,42,False,
draft,153,60,False,
elite,153,58,False,
eye,153,38,False,
lashes,153,42,False,
meghan,153,30,False,
morocco,153,25,False,
quake,153,15,False,
richard,153,53,False,
swiss,153,24,False,
tank,153,49,False,
toxic,153,59,False,
ballistic missiles,152,24,True,ballistic|missiles
clayton,152,27,False,
khamenei funeral,152,18,True,khamenei|funeral
laguardia,152,27,False,
mail,152,47,False,
nbc,152,40,False,
odyssey,152,67,False,
pathetic,152,60,False,
praise,152,41,False,
toronto,152,18,False,
vietnam,152,39,False,
we'll,152,39,False,
booed,151,53,False,
comeback,151,47,False,
darline,151,33,False,
michelle,151,58,False,
pact,151,19,False,
pulled,151,48,False,
thanks,151,45,False,
triggered,151,54,False,
union address,151,47,True,union|address
waters,151,43,False,
weird,151,70,False,
buildings,150,20,False,
jay,150,52,False,
launched,150,39,False,
owner,150,57,False,
seattle,150,43,False,
understand,150,67,False,
warren,150,44,False,
zionist,150,39,False,
antifa,149,59,False,
brand,149,52,False,
corporate,149,56,False,
delegation,149,18,False,
fourth,149,45,False,
harp,149,42,False,
hilarious,149,61,False,
holy sh,149,16,True,holy|sh
penalty,149,43,False,
ports,149,27,False,
pounds,149,27,False,
publicly,149,45,False,
red carpet,149,20,True,red|carpet
rescuers,149,16,False,
stephen a smith,149,39,True,stephen|smith
ultimate,149,59,False,
cancelled,148,53,False,
colorado,148,47,False,
erdogan,148,19,False,
maha,148,43,False,
mehdi,148,39,False,
regrets,148,55,False,
unprecedented,148,40,False,
hear,147,61,False,
june,147,34,False,
killings,147,42,False,
marandi,147,17,False,
reflects,147,33,False,
senior,147,37,False,
stream,147,49,False,
warner,147,32,False,
washington dc,147,29,True,washington|dc
aerial,146,14,False,
afd,146,21,False,
asian,146,25,False,
banks,146,45,False,
beats,146,39,False,
brothers,146,55,False,
dating,146,63,False,
desantis,146,45,False,
illegals,146,35,False,
jennings,146,40,False,
sell,146,63,False,
striking,146,36,False,
sworn,146,34,False,
tony,146,48,False,
unite,146,45,False,
agrees,145,48,False,
debut,145,29,False,
displaced,145,16,False,
dnc,145,49,False,
experience,145,51,False,
facilities,145,28,False,
finish,145,38,False,
gang,145,52,False,
hitting,145,41,False,
iowa,145,40,False,
landslide,145,34,False,
larry johnson,145,10,True,larry|johnson
levels,145,43,False,
mad,145,77,False,
nigel,145,30,False,
panicking,145,69,False,
parties,145,60,False,
pennsylvania,145,32,False,
pro,145,57,False,
reforms,145,30,False,
retreat,145,42,False,
simple,145,55,False,
stealing,145,67,False,
swift,145,40,False,
aaron,144,46,False,
accusations,144,50,False,
author,144,48,False,
backing,144,58,False,
belfast,144,39,False,
causing,144,55,False,
course,144,51,False,
crush,144,51,False,
czar,144,34,False,
declare,144,56,False,
dome,144,29,False,
homeland security,144,33,True,homeland|security
manufacturing,144,36,False,
nepal floods,144,17,True,nepal|floods
recent,144,41,False,
reset,144,32,False,
sailors,144,38,False,
th amendment,144,51,True,th|amendment
wing,144,61,False,
anti-trump,143,43,False,
considers,143,45,False,
couldn't,143,72,False,
counter,143,34,False,
effect,143,41,False,
fine,143,57,False,
generation,143,59,False,
limits,143,55,False,
marines,143,45,False,
protests erupt,143,39,True,protests|erupt
rachel,143,65,False,
removal,143,40,False,
society,143,71,False,
voter id,143,43,True,voter|id
agency,142,45,False,
anti-weaponization,142,24,False,
bets,142,32,False,
chase,142,37,False,
christians,142,61,False,
commissioner,142,35,False,
constitution,142,54,False,
expansion,142,31,False,
grip,142,41,False,
lebanese,142,29,False,
o'reilly,142,17,False,
rubin,142,33,False,
sanctuary,142,31,False,
suspects,142,34,False,
andrew wilson,141,37,True,andrew|wilson
brown,141,58,False,
causes,141,50,False,
cook,141,42,False,
gay,141,73,False,
golf,141,48,False,
humanoid,141,27,False,
irs,141,43,False,
madrid,141,14,False,
noise,141,20,False,
pipeline,141,41,False,
process,141,43,False,
rains,141,15,False,
realizes,141,26,False,
series,141,46,False,
spokesperson,141,24,False,
stone,141,38,False,
studio,141,30,False,
supporting,141,53,False,
threatened,141,65,False,
thune,141,31,False,
vd,141,18,False,
ana,140,36,False,
astronaut,140,25,False,
australian,140,28,False,
belgium,140,23,False,
champion,140,41,False,
delays,140,33,False,
evacuations,140,21,False,
league,140,38,False,
named,140,50,False,
prize,140,50,False,
rallies,140,43,False,
sides,140,65,False,
tommy,140,41,False,
vision,140,32,False,
blumenthal,139,18,False,
charles iii,139,23,True,charles|iii
consulate,139,22,False,
elites,139,56,False,
fully,139,46,False,
half,139,49,False,
homeless,139,55,False,
integrity,139,39,False,
investigators,139,27,False,
leverage,139,38,False,
teacher,139,47,False,
witkoff,139,32,False,
word,139,65,False,
anna,138,35,False,
art,138,60,False,
autopsy,138,54,False,
civilian,138,44,False,
dallas,138,38,False,
darline graham,138,31,True,darline|graham
disclosure,138,40,False,
frey,138,36,False,
instant,138,26,False,
invade,138,64,False,
jill,138,46,False,
mall,138,36,False,
nigel farage,138,28,True,nigel|farage
plants,138,44,False,
prosecution,138,44,False,
refusing,138,47,False,
roy,138,30,False,
sarah,138,52,False,
upcoming,138,38,False,
wtf,138,34,False,
anti-weaponization fund,137,23,True,anti-weaponization|fund
checks,137,46,False,
couple,137,42,False,
create,137,57,False,
created,137,67,False,
dei,137,54,False,
deported,137,63,False,
dollars,137,56,False,
enemies,137,52,False,
explain,137,82,False,
field,137,47,False,
he'll,137,38,False,
jonathan,137,50,False,
legend,137,43,False,
min,137,11,False,
naval blockade,137,30,True,naval|blockade
nixon,137,45,False,
patriots,137,37,False,
presence,137,27,False,
recalls,137,28,False,
resistance,137,54,False,
rolls,137,37,False,
twist,137,37,False,
uganda,137,13,False,
utah,137,37,False,
vegas,137,46,False,
watching,137,77,False,
alberta,136,13,False,
attempts,136,48,False,
backfired,136,55,False,
burning,136,50,False,
cooked,136,50,False,
criminals,136,51,False,
crown,136,35,False,
loomer,136,44,False,
luxury,136,38,False,
mental health,136,48,True,mental|health
mossad,136,33,False,
obsession,136,66,False,
pledge,136,36,False,
reporting,136,55,False,
unloads,136,30,False,
eastern,135,30,False,
endorsement,135,50,False,
fatally,135,27,False,
fcc,135,50,False,
fda,135,35,False,
geneva,135,22,False,
gonna,135,48,False,
independent,135,58,False,
italian,135,31,False,
jews,135,47,False,
kidnapping,135,46,False,
landing,135,35,False,
oscars,135,42,False,
ramps,135,33,False,
roll,135,51,False,
syrian,135,23,False,
tiger woods,135,27,True,tiger|woods
tim pool,135,41,True,tim|pool
upset,135,55,False,
blaze,134,17,False,
daniel,134,51,False,
garden,134,31,False,
jokes,134,46,False,
layoffs,134,36,False,
natalie harp,134,42,True,natalie|harp
opportunity,134,32,False,
partnership,134,28,False,
prayers,134,18,False,
property,134,53,False,
saving,134,56,False,
spike,134,41,False,
stance,134,39,False,
tunnel,134,26,False,
vehicle,134,39,False,
absolute,133,53,False,
coup,133,54,False,
death penalty,133,42,True,death|penalty
extended,133,34,False,
file,133,55,False,
pain,133,49,False,
scott jennings,133,35,True,scott|jennings
taxes,133,63,False,
abandons,132,49,False,
anchor,132,40,False,
beginning,132,59,False,
bitcoin,132,30,False,
businesses,132,42,False,
champions,132,29,False,
clips,132,31,False,
crowds,132,32,False,
knowles,132,31,False,
position,132,48,False,
problems,132,57,False,
rd,132,43,False,
saved,132,58,False,
affairs,131,24,False,
allow,131,45,False,
announced,131,43,False,
badly,131,48,False,
closure,131,25,False,
cohen,131,40,False,
courts,131,50,False,
fact,131,47,False,
lack,131,40,False,
listen,131,39,False,
orb,131,31,False,
performance,131,51,False,
pleads guilty,131,43,True,pleads|guilty
prince harry,131,20,True,prince|harry
profit,131,38,False,
roasts,131,47,False,
screaming,131,36,False,
slip,131,32,False,
us-israeli,131,23,False,
advance,130,36,False,
afraid,130,61,False,
apology,130,55,False,
communism,130,57,False,
cult,130,72,False,
eclipse,130,20,False,
frank,130,39,False,
investigations,130,45,False,
nj,130,35,False,
nobel,130,44,False,
quick,130,34,False,
silver,130,32,False,
stadium,130,27,False,
stuck,130,47,False,
surfaces,130,21,False,
tanks,130,29,False,
tense,130,32,False,
tesla,130,25,False,
twin,130,28,False,
ali khamenei,129,25,True,ali|khamenei
altman,129,41,False,
antisemitism,129,56,False,
begging,129,56,False,
cole,129,39,False,
confession,129,43,False,
content,129,45,False,
crossing,129,29,False,
demanding,129,40,False,
dire,129,41,False,
greece,129,21,False,
midterm convention,129,29,True,midterm|convention
service members,129,29,True,service|members
sharia,129,33,False,
shifts,129,37,False,
trafficking,129,41,False,
ballistic missile,128,18,True,ballistic|missile
bible,128,60,False,
blew,128,54,False,
carrying,128,25,False,
counting,128,27,False,
floor,128,42,False,
inauguration,128,24,False,
jump,128,31,False,
lord,128,39,False,
perfect,128,65,False,
stewart,128,48,False,
attempted,127,48,False,
benjamin,127,48,False,
betrayed,127,68,False,
bilateral meeting,127,14,True,bilateral|meeting
builds,127,38,False,
cartels,127,42,False,
danish,127,32,False,
exam,127,22,False,
far-left,127,24,False,
language,127,44,False,
medicaid,127,41,False,
messages,127,50,False,
palace,127,21,False,
retaliatory,127,19,False,
ritter,127,11,False,
scary,127,44,False,
schmitt,127,10,False,
tennessee,127,37,False,
accept,126,45,False,
audience,126,51,False,
beef,126,56,False,
boats,126,31,False,
coach,126,42,False,
comedy,126,61,False,
dr oz,126,35,True,dr|oz
far-right,126,39,False,
fashion,126,38,False,
freezes,126,46,False,
fumes,126,30,False,
garcia,126,40,False,
image,126,43,False,
iron,126,33,False,
jeanine,126,30,False,
jim jordan,126,29,True,jim|jordan
locked,126,50,False,
outlook,126,18,False,
picks,126,49,False,
prepared,126,44,False,
putting,126,54,False,
ridiculous,126,49,False,
smart,126,51,False,
ww,126,38,False,
years later,126,53,True,years|later
zuckerberg,126,37,False,
allows,125,44,False,
bipartisan,125,31,False,
cards,125,43,False,
classified,125,39,False,
cluster,125,14,False,
dragged,125,46,False,
feels,125,53,False,
fulton county,125,23,True,fulton|county
guns,125,53,False,
high alert,125,15,True,high|alert
loser,125,54,False,
mohammad,125,21,False,
pc,125,10,False,
regret,125,55,False,
remembers,125,34,False,
services,125,37,False,
signed,125,44,False,
solar,125,27,False,
starting,125,60,False,
troop,125,35,False,
allowed,124,64,False,
amy,124,39,False,
ball,124,54,False,
bloc,124,12,False,
blocking,124,40,False,
caused,124,61,False,
chemical,124,27,False,
concerned,124,34,False,
convicted,124,41,False,
count,124,51,False,
damaged,124,25,False,
ex,124,48,False,
flash floods,124,16,True,flash|floods
fly,124,33,False,
gala,124,40,False,
jeanine pirro,124,30,True,jeanine|pirro
kicked,124,50,False,
mace,124,38,False,
machado,124,31,False,
nba finals,124,41,True,nba|finals
neil,124,26,False,
netherlands,124,16,False,
pres,124,16,False,
recounts,124,26,False,
rushes,124,32,False,
sentence,124,47,False,
shame,124,49,False,
shouldn't,124,55,False,
showing,124,54,False,
teens,124,46,False,
unravels,124,31,False,
village,124,20,False,
wire,124,48,False,
zealand,124,15,False,
asylum,123,39,False,
blackout,123,40,False,
braces,123,29,False,
der,123,20,False,
disney,123,44,False,
docs,123,41,False,
mark rutte,123,16,True,mark|rutte
ordered,123,44,False,
ross,123,30,False,
shake,123,35,False,
spot,123,45,False,
starlink,123,15,False,
turmoil,123,38,False,
uncovered,123,37,False,
venezuelans,123,31,False,
andrew tate,122,49,True,andrew|tate
betting,122,56,False,
bush,122,50,False,
carville,122,31,False,
ccp,122,15,False,
clavicular,122,40,False,
d-day,122,47,False,
drives,122,35,False,
exports,122,20,False,
ghislaine maxwell,122,44,True,ghislaine|maxwell
gift,122,44,False,
heats,122,30,False,
illinois,122,41,False,
moore,122,40,False,
premieres,122,10,False,
protecting,122,60,False,
restrictions,122,30,False,
ruined,122,60,False,
statue,122,48,False,
strategist,122,26,False,
strength,122,39,False,
unleash,122,33,False,
badenoch,121,12,False,
bezos,121,54,False,
bonus,121,27,False,
cdc,121,30,False,
dave rubin,121,29,True,dave|rubin
entry,121,27,False,
farewell,121,23,False,
peru,121,16,False,
right-wing,121,50,False,
stark,121,26,False,
totally,121,55,False,
wounded,121,30,False,
begun,120,56,False,
caught lying,120,52,True,caught|lying
common,120,44,False,
crying,120,54,False,
goal,120,38,False,
insurrection act,120,52,True,insurrection|act
intervention,120,37,False,
investigate,120,55,False,
jared kushner,120,51,True,jared|kushner
large,120,31,False,
lets,120,51,False,
migration,120,34,False,
nazi,120,53,False,
reckoning,120,47,False,
replacement,120,46,False,
rogue,120,49,False,
short,120,52,False,
stopping,120,44,False,
vladimir,120,19,False,
yes,120,50,False,
ari,119,12,False,
ceos,119,39,False,
cultural,119,43,False,
dean,119,37,False,
decide,119,39,False,
doomsday,119,41,False,
doug,119,40,False,
envoys,119,20,False,
german chancellor,119,19,True,german|chancellor
given,119,49,False,
houston,119,44,False,
humanity,119,66,False,
identified,119,36,False,
issued,119,26,False,
jerome,119,38,False,
liberty,119,45,False,
science,119,60,False,
seriously,119,55,False,
smashes,119,24,False,
solution,119,55,False,
supplies,119,20,False,
victor,119,30,False,
winter olympics,119,24,True,winter|olympics
youtube,119,58,False,
bills,118,43,False,
border czar,118,29,True,border|czar
civil rights,118,43,True,civil|rights
info,118,52,False,
innovation,118,30,False,
jerome powell,118,38,True,jerome|powell
marjorie taylor,118,42,True,marjorie|taylor
reactions,118,46,False,
religious,118,54,False,
screws,118,24,False,
store,118,53,False,
taylor swift,118,32,True,taylor|swift
transfer,118,37,False,
appeals,117,36,False,
approach,117,41,False,
beating,117,51,False,
hears,117,37,False,
laura loomer,117,40,True,laura|loomer
library,117,51,False,
libs,117,26,False,
literally,117,59,False,
mali,117,16,False,
michael knowles,117,29,True,michael|knowles
mines,117,31,False,
nowak,117,40,False,
parts,117,27,False,
playbook,117,52,False,
searched,117,16,False,
singer,117,28,False,
spying,117,58,False,
struggling,117,46,False,
subpoenas,117,34,False,
warehouse,117,34,False,
abraham lincoln,116,28,True,abraham|lincoln
alabama,116,37,False,
by-election,116,19,False,
carolla,116,20,False,
criticizes,116,25,False,
dana,116,47,False,
decisions,116,45,False,
deeply,116,39,False,
dni,116,28,False,
fort,116,35,False,
framework,116,25,False,
helps,116,46,False,
incredible,116,40,False,
john bolton,116,37,True,john|bolton
lunar,116,22,False,
magnitude earthquake,116,16,True,magnitude|earthquake
museum,116,31,False,
needed,116,46,False,
premier,116,26,False,
seeking,116,36,False,
settlers,116,35,False,
u-turn,116,14,False,
clark,115,47,False,
commission,115,32,False,
cornered,115,33,False,
defeated,115,52,False,
doha,115,15,False,
flees,115,44,False,
ghana,115,17,False,
henry nowak,115,39,True,henry|nowak
icc,115,22,False,
isis,115,42,False,
jailed,115,31,False,
medal of honor,115,29,True,medal|honor
peters,115,26,False,
played,115,51,False,
preview,115,35,False,
radio,115,31,False,
rebuke,115,30,False,
rev,115,25,False,
sco,115,10,False,
taylor greene,115,42,True,taylor|greene
testing,115,37,False,
witnesses,115,31,False,
assassin,114,45,False,
buried,114,50,False,
captain,114,27,False,
christianity,114,49,False,
condemn,114,46,False,
cool,114,34,False,
drought,114,22,False,
dumbest,114,53,False,
pacific,114,26,False,
pays tribute,114,19,True,pays|tribute
seizure,114,30,False,
taliban,114,27,False,
temporary,114,27,False,
tension,114,30,False,
torched,114,29,False,
vladimir putin,114,19,True,vladimir|putin
april,113,33,False,
bass,113,35,False,
catch,113,54,False,
celebrating,113,49,False,
childhood,113,43,False,
developing,113,15,False,
islands,113,21,False,
jill biden,113,35,True,jill|biden
latin,113,39,False,
misconduct,113,31,False,
recovery,113,29,False,
reopening,113,26,False,
rome,113,23,False,
rose,113,34,False,
shortages,113,26,False,
spirit airlines,113,40,True,spirit|airlines
statements,113,35,False,
steve hilton,113,34,True,steve|hilton
stronger,113,36,False,
williams,113,41,False,
angel,112,33,False,
boots,112,49,False,
flotilla,112,29,False,
infantino,112,15,False,
insists,112,27,False,
loud,112,49,False,
mayoral,112,41,False,
monster,112,38,False,
ocean,112,26,False,
preliminary,112,26,False,
presses,112,37,False,
quickly,112,44,False,
sweden,112,22,False,
waiting,112,51,False,
weiss,112,32,False,
abu,111,13,False,
adam carolla,111,19,True,adam|carolla
affair,111,39,False,
barron,111,44,False,
behavior,111,52,False,
catholic,111,33,False,
clock,111,40,False,
denied,111,42,False,
dismisses,111,29,False,
dogs,111,39,False,
factory,111,34,False,
filing,111,33,False,
fleeing,111,44,False,
greta,111,11,False,
grocery,111,45,False,
hypersonic,111,18,False,
identity,111,59,False,
interference,111,43,False,
james comey,111,39,True,james|comey
lib,111,18,False,
lisa,111,37,False,
murdered,111,45,False,
normal,111,52,False,
pauses,111,31,False,
piece,111,61,False,
pilots,111,34,False,
plays,111,52,False,
protection,111,36,False,
rail,111,31,False,
rape,111,43,False,
rip,111,44,False,
seeing,111,45,False,
subpoena,111,43,False,
suggests,111,35,False,
swarm,111,30,False,
th birthday,111,35,True,th|birthday
adviser,110,32,False,
aim,110,32,False,
attention,110,48,False,
awkward,110,35,False,
blindsided,110,21,False,
bust,110,45,False,
chaotic,110,32,False,
douglas,110,18,False,
freeze,110,41,False,
increase,110,40,False,
laughs,110,40,False,
main,110,35,False,
michelle obama,110,47,True,michelle|obama
newly,110,30,False,
november,110,40,False,
research,110,43,False,
scoop,110,13,False,
tantrum,110,37,False,
trend,110,48,False,
tx,110,23,False,
aggression,109,30,False,
brought,109,44,False,
coast guard,109,29,True,coast|guard
coverup,109,48,False,
extremely,109,39,False,
gamble,109,39,False,
generals,109,37,False,
gill,109,29,False,
guthrie disappearance,109,18,True,guthrie|disappearance
horrifying,109,40,False,
howard,109,42,False,
lake ontario,109,37,True,lake|ontario
lindell,109,18,False,
manifesto,109,53,False,
meme,109,36,False,
murders,109,36,False,
protesting,109,46,False,
realize,109,32,False,
reckless,109,43,False,
remembering,109,42,False,
selling,109,58,False,
standing,109,46,False,
surface,109,27,False,
views,109,52,False,
worldwide,109,41,False,
account,108,55,False,
boebert,108,33,False,
breach,108,33,False,
canceled,108,57,False,
commercial,108,34,False,
communities,108,33,False,
defiant,108,26,False,
flying,108,38,False,
hochul,108,33,False,
hole,108,45,False,
irl,108,13,False,
jurors,108,39,False,
justices,108,41,False,
keith,108,36,False,
measles,108,34,False,
mercy,108,34,False,
minds,108,53,False,
north carolina,108,31,True,north|carolina
passenger,108,22,False,
religion,108,52,False,
renewed,108,26,False,
rigged,108,42,False,
throw,108,45,False,
tower,108,32,False,
advances,107,27,False,
appear,107,27,False,
based,107,50,False,
bomber,107,30,False,
clean,107,49,False,
collapsed,107,51,False,
devastated,107,29,False,
difficult,107,29,False,
everybody,107,50,False,
finished,107,53,False,
guys,107,47,False,
israel-lebanon,107,30,False,
learned,107,55,False,
michigan synagogue,107,24,True,michigan|synagogue
outlines,107,27,False,
planes,107,38,False,
pop,107,32,False,
retaliates,107,29,False,
rioters,107,45,False,
seal,107,32,False,
snap,107,44,False,
tn,107,15,False,
walsh,107,38,False,
wiped,107,31,False,
agreed,106,30,False,
apologizes,106,52,False,
athlete,106,34,False,
awakening,106,24,False,
axios,106,16,False,
bringing,106,49,False,
camilla,106,25,False,
delay,106,32,False,
dominance,106,36,False,
dropping,106,41,False,
embarrassed,106,38,False,
exactly,106,56,False,
forget,106,51,False,
joining,106,41,False,
left-wing,106,36,False,
lifts,106,28,False,
mencho,106,34,False,
portugal,106,16,False,
restore,106,39,False,
sweep,106,42,False,
taxpayer,106,38,False,
tips,106,31,False,
tops,106,27,False,
trailer,106,40,False,
ago,105,54,False,
amb,105,18,False,
cave,105,39,False,
damning,105,29,False,
drivers,105,31,False,
el mencho,105,34,True,el|mencho
extend,105,25,False,
firms,105,26,False,
frozen,105,31,False,
giants,105,34,False,
ignore,105,56,False,
insanity,105,54,False,
investigated,105,41,False,
murdaugh,105,21,False,
opec,105,32,False,
pledges,105,31,False,
rest,105,45,False,
sc,105,23,False,
scrambling,105,28,False,
settler,105,25,False,
surrenders,105,35,False,
takeaways,105,21,False,
thoughts,105,47,False,
unacceptable,105,29,False,
unexpected,105,41,False,
atlantic,104,32,False,
caught on camera,104,41,True,caught|camera
censorship,104,54,False,
civilization,104,58,False,
freak,104,50,False,
freed,104,33,False,
goals,104,36,False,
honest,104,49,False,
inquiry,104,29,False,
jon ossoff,104,37,True,jon|ossoff
miss,104,43,False,
momentum,104,32,False,
moral,104,49,False,
motion,104,32,False,
mr,104,37,False,
politician,104,56,False,
reward,104,34,False,
suspicious,104,39,False,
theft,104,47,False,
tightens,104,21,False,
tourist,104,25,False,
traders,104,10,False,
voted,104,53,False,
arrival,103,25,False,
award,103,40,False,
controls,103,46,False,
dementia,103,29,False,
diesel,103,32,False,
doubt,103,29,False,
dui,103,22,False,
grid,103,42,False,
grift,103,44,False,
human rights,103,25,True,human|rights
humanitarian,103,26,False,
ii astronauts,103,23,True,ii|astronauts
immediate,103,31,False,
mary,103,43,False,
mocked,103,38,False,
palm,103,27,False,
probes,103,31,False,
proposes,103,28,False,
script,103,35,False,
self,103,57,False,
shreds,103,26,False,
spectacularly,103,20,False,
sri,103,10,False,
standards,103,38,False,
strain,103,22,False,
submarine,103,21,False,
suffer,103,42,False,
tied,103,35,False,
uss abraham,103,26,True,uss|abraham
abandoned,102,47,False,
academy,102,34,False,
accident,102,38,False,
aims,102,24,False,
anti,102,40,False,
christopher,102,40,False,
evacuate,102,29,False,
favorite,102,55,False,
gap,102,33,False,
gender,102,53,False,
handling,102,30,False,
instead,102,53,False,
limit,102,35,False,
paramount,102,31,False,
pure,102,43,False,
queen camilla,102,23,True,queen|camilla
roundup,102,22,False,
saturday,102,31,False,
sirens,102,19,False,
speaking,102,51,False,
typhoon,102,12,False,
battlefield,101,32,False,
believes,101,39,False,
condition,101,30,False,
date,101,48,False,
election integrity,101,34,True,election|integrity
gain,101,32,False,
hantavirus outbreak,101,28,True,hantavirus|outbreak
hasn't,101,39,False,
havana,101,26,False,
headed,101,41,False,
hoax,101,45,False,
hunger,101,29,False,
instagram,101,36,False,
lauren,101,42,False,
lula,101,11,False,
madness,101,53,False,
meetings,101,38,False,
mike lindell,101,17,True,mike|lindell
monday,101,37,False,
opened,101,37,False,
patients,101,34,False,
pok,101,13,False,
resumes,101,29,False,
shelter,101,27,False,
sophie,101,44,False,
turkish,101,16,False,
unleashed,101,43,False,
watches,101,27,False,
absurd,100,41,False,
activity,100,35,False,
beautiful,100,37,False,
climate change,100,43,True,climate|change
confront,100,45,False,
confrontation,100,44,False,
dan bongino,100,31,True,dan|bongino
dept,100,33,False,
dirty,100,49,False,
fell,100,55,False,
grace,100,34,False,
hindu,100,10,False,
incoming,100,46,False,
involving,100,29,False,
jon stewart,100,33,True,jon|stewart
mehdi hasan,100,35,True,mehdi|hasan
merger,100,41,False,
nsa,100,13,False,
passing,100,37,False,
project freedom,100,32,True,project|freedom
quietly,100,44,False,
reopens,100,27,False,
reviews,100,27,False,
rodriguez,100,21,False,
scores,100,31,False,
screams,100,23,False,
snub,100,31,False,
sovereignty,100,31,False,
stakes,100,33,False,
syndrome,100,51,False,
tensions escalate,100,17,True,tensions|escalate
thrown,100,44,False,
tommy robinson,100,27,True,tommy|robinson
tornado,100,16,False,
trail,100,40,False,
winner,100,36,False,
withdrawal,100,30,False,
