title_key_raw,n_creators,n_organisations,n_titles,example,creators,groups,n_groups,within_group,same_organisation_only
tyt hour 2 august 7 2026,2,1,2,"TYT Hour 2: August 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 december 31 2025,2,1,2,"TYT Hour 2: December 31, 2025",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 10 2026,2,1,2,"TYT Hour 2: February 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 11 2026,2,1,2,"TYT Hour 2: February 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 12 2026,2,1,2,"TYT Hour 2: February 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 13 2026,2,1,2,"TYT Hour 2: February 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 16 2026,2,1,2,"TYT Hour 2: February 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 17 2026,2,1,2,"TYT Hour 2: February 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 18 2026,2,1,2,"TYT Hour 2: February 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 19 2026,2,1,2,"TYT Hour 2: February 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 2 2026,2,1,2,"TYT Hour 2: February 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 20 2026,2,1,2,"TYT Hour 2: February 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 23 2026,2,1,2,"TYT Hour 2: February 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 24 2026,2,1,2,"TYT Hour 2: February 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 25 2026,2,1,2,"TYT Hour 2: February 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 26 2026,2,1,2,"TYT Hour 2: February 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 27 2026,2,1,2,"TYT Hour 2: February 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 3 2026,2,1,2,"TYT Hour 2: February 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 4 2026,2,1,2,"TYT Hour 2: February 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 5 2026,2,1,2,"TYT Hour 2: February 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 6 2026,2,1,2,"TYT Hour 2: February 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 february 9 2026,2,1,2,"TYT Hour 2: February 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 12 2026,2,1,2,"TYT Hour 2: January 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 13 2026,2,1,2,"TYT Hour 2: January 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 14 2026,2,1,2,"TYT Hour 2: January 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 15 2026,2,1,2,"TYT Hour 2: January 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 16 2026,2,1,2,"TYT Hour 2: January 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 2 2026,2,1,2,"TYT Hour 2: January 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 20 2026,2,1,2,"TYT Hour 2: January 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 21 2026,2,1,2,"TYT Hour 2: January 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 22 2026,2,1,2,"TYT Hour 2: January 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 23 2026,2,1,2,"TYT Hour 2: January 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 26 2026,2,1,2,"TYT Hour 2: January 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 27 2026,2,1,2,"TYT Hour 2: January 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 28 2026,2,1,2,"TYT Hour 2: January 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 29 2026,2,1,2,"TYT Hour 2: January 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 30 2026,2,1,2,"TYT Hour 2: January 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 5 2026,2,1,2,"TYT Hour 2: January 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 6 2026,2,1,2,"TYT Hour 2: January 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 7 2026,2,1,2,"TYT Hour 2: January 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 8 2026,2,1,2,"TYT Hour 2: January 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 january 9 2026,2,1,2,"TYT Hour 2: January 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 1 2026,2,1,2,"TYT Hour 2: July 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 10 2026,2,1,2,"TYT Hour 2: July 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 13 2026,2,1,2,"TYT Hour 2: July 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 14 2026,2,1,2,"TYT Hour 2: July 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 15 2026,2,1,2,"TYT Hour 2: July 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 16 2026,2,1,2,"TYT Hour 2: July 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 2 2026,2,1,2,"TYT Hour 2: July 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 20 2026,2,1,2,"TYT Hour 2: July 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 21 2026,2,1,2,"TYT Hour 2: July 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 22 2026,2,1,2,"TYT Hour 2: July 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 23 2026,2,1,2,"TYT Hour 2: July 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 24 2026,2,1,2,"TYT Hour 2: July 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 27 2026,2,1,2,"TYT Hour 2: July 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 28 2026,2,1,2,"TYT Hour 2: July 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 29 2026,2,1,2,"TYT Hour 2: July 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 30 2026,2,1,2,"TYT Hour 2: July 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 31 2026,2,1,2,"TYT Hour 2: July 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 6 2026,2,1,2,"TYT Hour 2: July 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 7 2026,2,1,2,"TYT Hour 2: July 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 8 2026,2,1,2,"TYT Hour 2: July 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 july 9 2026,2,1,2,"TYT Hour 2: July 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 1 2026,2,1,2,"TYT Hour 2: June 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 10 2026,2,1,2,"TYT Hour 2: June 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 11 2026,2,1,2,"TYT Hour 2: June 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 12 2026,2,1,2,"TYT Hour 2: June 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 15 2026,2,1,2,"TYT Hour 2: June 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 16 2026,2,1,2,"TYT Hour 2: June 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 17 2026,2,1,2,"TYT Hour 2: June 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 18 2026,2,1,2,"TYT Hour 2: June 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 2 2026,2,1,2,"TYT Hour 2: June 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 22 2026,2,1,2,"TYT Hour 2: June 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 23 2026,2,1,2,"TYT Hour 2: June 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 24 2026,2,1,2,"TYT Hour 2: June 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 25 2026,2,1,2,"TYT Hour 2: June 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 26 2026,2,1,2,"TYT Hour 2: June 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 29 2026,2,1,2,"TYT Hour 2: June 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 3 2026,2,1,2,"TYT Hour 2: June 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 30 2026,2,1,2,"TYT Hour 2: June 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 4 2026,2,1,2,"TYT Hour 2: June 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 5 2026,2,1,2,"TYT Hour 2: June 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 8 2026,2,1,2,"TYT Hour 2: June 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 june 9 2026,2,1,2,"TYT Hour 2: June 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 10 2026,2,1,2,"TYT Hour 2: March 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 11 2026,2,1,2,"TYT Hour 2: March 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 12 2026,2,1,2,"TYT Hour 2: March 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 13 2026,2,1,2,"TYT Hour 2: March 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 16 2026,2,1,2,"TYT Hour 2: March 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 17 2026,2,1,2,"TYT Hour 2: March 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 18 2026,2,1,2,"TYT Hour 2: March 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 19 2026,2,1,2,"TYT Hour 2: March 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 2 2026,2,1,2,"TYT Hour 2: March 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 20 2026,2,1,2,"TYT Hour 2: March 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 23 2026,2,1,2,"TYT Hour 2: March 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 24 2026,2,1,2,"TYT Hour 2: March 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 25 2026,2,1,2,"TYT Hour 2: March 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 26 2026,2,1,2,"TYT Hour 2: March 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 27 2026,2,1,2,"TYT Hour 2: March 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 3 2026,2,1,2,"TYT Hour 2: March 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 30 2026,2,1,2,"TYT Hour 2: March 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 31 2026,2,1,2,"TYT Hour 2: March 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 4 2026,2,1,2,"TYT Hour 2: March 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 5 2026,2,1,2,"TYT Hour 2: March 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 6 2026,2,1,2,"TYT Hour 2: March 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 march 9 2026,2,1,2,"TYT Hour 2: March 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 1 2026,2,1,2,"TYT Hour 2: May 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 11 2026,2,1,2,"TYT Hour 2: May 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 12 2026,2,1,2,"TYT Hour 2: May 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 13 2026,2,1,2,"TYT Hour 2: May 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 14 2026,2,1,2,"TYT Hour 2: May 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 15 2026,2,1,2,"TYT Hour 2: May 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 18 2026,2,1,2,"TYT Hour 2: May 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 19 2026,2,1,2,"TYT Hour 2: May 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 20 2026,2,1,2,"TYT Hour 2: May 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 21 2026,2,1,2,"TYT Hour 2: May 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 22 2026,2,1,2,"TYT Hour 2: May 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 26 2026,2,1,2,"TYT Hour 2: May 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 27 2026,2,1,2,"TYT Hour 2: May 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 28 2026,2,1,2,"TYT Hour 2: May 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 29 2026,2,1,2,"TYT Hour 2: May 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 4 2026,2,1,2,"TYT Hour 2: May 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 5 2026,2,1,2,"TYT Hour 2: May 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 6 2026,2,1,2,"TYT Hour 2: May 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 7 2026,2,1,2,"TYT Hour 2: May 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 may 8 2026,2,1,2,"TYT Hour 2: May 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 1 2026,2,1,2,"TYT Hour 2: September 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 10 2026,2,1,2,"TYT Hour 2: September 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 11 2026,2,1,2,"TYT Hour 2: September 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 2 2026,2,1,2,"TYT Hour 2: September 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 3 2026,2,1,2,"TYT Hour 2: September 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 4 2026,2,1,2,"TYT Hour 2: September 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 8 2026,2,1,2,"TYT Hour 2: September 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt hour 2 september 9 2026,2,1,2,"TYT Hour 2: September 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
tyt special coverage july 16 2026,2,1,2,"TYT Special Coverage: July 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
unpacking the epstein files drop with avery daye,2,1,2,Unpacking the Epstein Files Drop with Avery Daye,@PragerU; @XAVIAER,right,1,True,True
us aims to end russian oil sanction licenses as soon as possible says marco rubio,2,2,2,"US aims to end Russian oil sanction licenses 'as soon as possible,' says Marco Rubio",@ANINewsIndia; @Firstpost,neutral,1,True,False
us airman found safe and sound after f 15 shot down by iran,2,2,2,US airman found ‘safe and sound’ after F-15 shot down by Iran,@ABCNews; @HasanabiClips,left; neutral,2,False,False
us denies iranian missiles struck navy ships,2,2,2,US denies Iranian missiles struck navy ships,@Reuters; @nypost,neutral; right,2,False,False
us house live load of nonsense us lawmakers slam noem raise concerns dhs funding bill,2,1,2,"US House LIVE | 'Load Of Nonsense...': US Lawmakers Slam Noem, Raise Concerns DHS Funding Bill",@TimesNowWorld; @timesofindia,left; neutral,2,False,True
us news donald trump stuns governors during dinner at white house amid possible showdown with iran,2,1,2,US News: Donald Trump Stuns Governors During Dinner At White House Amid Possible Showdown With Iran,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
us russia standoff putin sends naval warship amid tension over trump orders hijacking of oil vessel,2,1,2,US-Russia Standoff: Putin Sends Naval Warship Amid Tension Over Trump Orders Hijacking Of Oil Vessel,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
us seizes russian flagged oil tanker linked to venezuela,2,2,2,US seizes Russian-flagged oil tanker linked to Venezuela,@CNN; @markets,left; neutral,2,False,False
us senate trump with half naked pam bondi caught in explosive new revelation watch,2,1,2,US Senate: ‘TRUMP WITH HALF-NAKED…’: Pam Bondi Caught In Explosive New Revelation| Watch,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
veteran destroys pete hegseth for illegal military threat,2,1,2,Veteran DESTROYS Pete Hegseth for ILLEGAL Military Threat,@RebelHQ; @TheDamageReport,left,1,True,True
video evidence shatters border patrol s narrative massive lawsuit looms,2,1,2,"Video Evidence SHATTERS Border Patrol's Narrative, MASSIVE Lawsuit Looms",@RebelHQ; @TheDamageReport,left,1,True,True
virginia foxx tries to gotcha jim mcgovern gets humiliated,2,1,2,"Virginia Foxx Tries To ""Gotcha"" Jim McGovern... Gets HUMILIATED!",@RebelHQ; @TheDamageReport,left,1,True,True
virtually all us missiles used in iran war,2,2,2,'VIRTUALLY ALL' US Missiles USED In Iran War,@JacksonHinkleOfficial; @breakingpoints,left; neutral,2,False,False
wait what,2,2,2,"wait, what?",@TheVaushPit; https://rumble.com/c/russellbrand,left; right,2,False,False
war is coming,2,2,2,WAR IS COMING,@RedactedNews; @TimcastIRL,right,1,True,False
washed up 38 year old bimbo gets mortified after realizing what men really want,2,2,2,Washed Up 38 Year Old Bimbo Gets MORTIFIED After Realizing What Men Really Want!,@FreshFitMiami; @MyronGainesX,right,1,True,False
watch everyone get kicked out of trump fair,2,2,2,Watch Everyone Get KICKED OUT of Trump Fair,@adammockler; @harryjsisson,left,1,True,False
watch king charles iii addresses joint meeting of congress,2,2,2,WATCH: King Charles III addresses joint meeting of Congress,@CBSNews; @msnow,left; neutral,2,False,False
watch live british pm starmer faces mps questions amid mandelson vetting row epstein usa uk,2,2,2,WATCH LIVE: British PM Starmer faces MPs questions amid Mandelson vetting row | Epstein | USA | UK,@ANINewsIndia; @TimesNowWorld,neutral,1,True,False
watch live markwayne mullin homeland security secretary hearing senate confirmation coverage,2,2,2,WATCH LIVE: Markwayne Mullin Homeland Security Secretary Hearing | Senate Confirmation Coverage,@RealAmericasVoice; https://rumble.com/c/BannonsWarRoom,right,1,True,False
watch live white house correspondents dinner,2,2,2,WATCH LIVE: White House Correspondents' Dinner,@ABCNews; @nypost,neutral; right,2,False,False
we are winning,2,2,2,We Are Winning,@BenShapiro; @TimcastIRL,right,1,True,False
we did it,2,2,2,WE DID IT,@RebelNewsOnline; @TimcastIRL,right,1,True,False
we finally caught them,2,2,2,We finally caught them...,@JackCocchiarellaShow; @adammockler,left,1,True,False
we heard about diddy s leak with 50 cent s baby mom,2,2,2,We Heard About Diddy's Leak With 50 Cent's Baby Mom,@FreshFitMiami; @MyronGainesX,right,1,True,False
we re f cked,2,2,2,We’re f*cked…,@adammockler; https://rumble.com/c/russellbrand,left; right,2,False,False
we re going in,2,1,2,WE’RE GOING IN,@TimcastIRL; @TimcastNews,right,1,True,True
we re under attack,2,2,2,We’re under attack…,@TimcastIRL; @adammockler,left; right,2,False,False
we were right,2,2,2,WE WERE RIGHT...,@JacksonHinkleOfficial; @LiberalHivemind,neutral; right,2,False,False
we were right all along,2,2,2,We were right all along...,@LiberalHivemind; https://rumble.com/c/russellbrand,right,1,True,False
what just happened,2,2,2,What just happened..,@AsmonTV; @destiny,left; right,2,False,False
what the f ck is happening,2,2,2,What the f*ck is happening..,@AsmonTV; @OfficialSaharTV,right,1,True,False
which is worse for a woman drug addict or of star w woman propaganda rico hundo mike smalls jr,2,2,2,"Which Is Worse For A Woman? Drug Addict Or OF Star? w/ Woman Propaganda, Rico Hundo & Mike Smalls Jr",@FreshFitMiami; @MyronGainesX,right,1,True,False
white house correspondents dinner 2 0,2,2,2,White House Correspondents Dinner 2.0…,@POLITICO; @TheRealTabithaSpeaks,left; neutral,2,False,False
white house press briefing,2,2,2,White House press briefing,@CNN; @markets,left; neutral,2,False,False
white house shooting live another assassination attempt on trump washington dc shooting,2,2,2,White House Shooting LIVE: Another Assassination Attempt on Trump? | Washington DC Shooting,@Firstpost; @TimesNowWorld,neutral,1,True,False
white house shooting live gunman fires near white house at secret service days after trump shooting,2,2,2,WHITE HOUSE SHOOTING LIVE: Gunman Fires Near White House at Secret Service Days After Trump Shooting,@Firstpost; @TimesNowWorld,neutral,1,True,False
who are women really going after michael sartain rollo tomassi reveal,2,2,2,Who Are Women REALLY Going After? Michael Sartain & Rollo Tomassi Reveal,@FreshFitMiami; @MyronGainesX,right,1,True,False
why dating is dead for 95 of men studies stats and data paint a grim future for relationships,2,2,2,"Why Dating Is DEAD For 95% Of Men! Studies, Stats, And Data Paint A Grim Future For Relationships...",@FreshFitMiami; @MyronGainesX,right,1,True,False
why is no one talking about this,2,2,2,Why is no one talking about this??,@AsmonTV; @TheVaushPit,left; right,2,False,False
witness dominates john kennedy with humiliating fact check,2,1,2,Witness DOMINATES John Kennedy With Humiliating Fact-Check,@RebelHQ; @TheDamageReport,left,1,True,True
woman propaganda gives the truth on how races are treated in america,2,2,2,Woman Propaganda Gives THE TRUTH On How Races Are Treated In America,@FreshFitMiami; @MyronGainesX,right,1,True,False
