term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,npmi,log_or,weight,co_left,co_neutral,co_right
middle east,expert,22.00000,6.11958,3.59502,6.55919,0.00000,8.00000,0.15190,1.48474,1.84600,5,13,4
killed,operation,38.00000,14.00108,2.71408,6.55860,0.00000,17.00000,0.15310,1.41173,1.44046,10,21,7
speaks,chair,22.00000,6.12314,3.59293,6.55818,0.00000,10.00000,0.17502,1.71726,1.84516,0,20,2
iranian,damage,22.00000,6.14900,3.57781,6.55776,0.00000,10.00000,0.17913,1.76611,1.83908,8,10,4
deadly,search,27.00000,8.40310,3.21310,6.55504,0.00000,12.00000,0.17084,1.63353,1.68397,2,22,3
dead,woman,29.00000,9.41259,3.08098,6.55206,0.00000,17.00000,0.13948,1.32384,1.62339,7,16,6
trump,dismisses,51.00000,24.30968,2.09793,6.55195,0.00000,23.00000,0.07470,0.98302,1.06897,12,32,7
texas,blue,20.00000,5.34846,3.73939,6.55194,0.00000,15.00000,0.22017,2.17737,1.90280,13,4,3
plan,takeover,22.00000,6.22817,3.53234,6.55166,0.00000,16.00000,0.17538,1.72388,1.82062,6,8,8
missiles,barrage,24.00000,7.20558,3.33075,6.55051,0.00000,10.00000,0.33794,3.31616,1.73585,3,16,5
ice,footage,53.00000,23.34117,2.22782,6.54933,0.00000,29.00000,0.13036,1.17878,1.15563,25,10,17
sen,fauci,34.00000,12.83241,2.64954,6.54689,0.00000,15.00000,0.23447,2.18381,1.40574,5,12,17
attack,panic,56.00000,24.87301,2.25144,6.54631,0.00000,18.00000,0.13444,1.19750,1.17085,36,10,10
war,months,54.00000,23.90502,2.21711,6.54615,0.00000,19.00000,0.10997,1.07011,1.14868,18,32,3
court,showdown,20.00000,5.35692,3.73349,6.54461,0.00000,11.00000,0.12461,1.24623,1.90053,5,1,14
hasan,el-sayed,29.00000,9.70108,2.88628,6.54457,0.00000,16.00000,0.30325,2.87625,1.52921,10,10,8
ceasefire,truce,41.00000,16.78547,2.44259,6.54378,0.00000,10.00000,0.33558,3.15674,1.28841,10,31,0
people,missing,36.00000,13.05340,2.75790,6.54313,0.00000,13.00000,0.12586,1.16970,1.46357,9,27,0
maga,support,34.00000,13.03816,2.60773,6.54065,0.00000,19.00000,0.09780,0.91969,1.38279,26,4,4
nato,threats,40.00000,15.46352,2.58673,6.53894,0.00000,15.00000,0.16065,1.47665,1.37113,12,25,3
missile,fury,36.00000,13.18210,2.73098,6.53758,0.00000,7.00000,0.25430,2.36720,1.44942,17,17,2
win,battle,21.00000,5.72613,3.66740,6.53624,0.00000,17.00000,0.16220,1.59324,1.87476,11,7,3
shooting,fbi,58.00000,26.12856,2.21979,6.53201,0.00000,21.00000,0.13562,1.19492,1.15043,15,31,12
election,mullin,23.00000,6.74189,3.41151,6.53130,0.00000,13.00000,0.16556,1.62390,1.77041,8,12,3
faces,blanche,31.00000,10.81486,2.86643,6.53120,0.00000,16.00000,0.15735,1.48116,1.51925,10,13,8
nato,support,39.00000,15.10690,2.58160,6.52914,0.00000,18.00000,0.14401,1.32674,1.36827,12,22,5
ukraine,defense,53.00000,23.45102,2.26003,6.52875,0.00000,17.00000,0.14499,1.29641,1.17634,5,46,2
event,delivers remarks,24.00000,7.57704,3.16747,6.52803,0.00000,6.00000,0.31992,3.11262,1.66333,2,6,16
gop,panic,40.00000,15.44864,2.58923,6.52659,0.00000,15.00000,0.15053,1.38230,1.37252,37,0,3
peace,middle east,39.00000,14.71212,2.65087,6.52584,0.00000,20.00000,0.12307,1.13244,1.40647,7,24,8
president,medal,34.00000,13.58984,2.50187,6.52564,0.00000,12.00000,0.20190,1.96366,1.32301,1,12,21
americans,centers,20.00000,5.58492,3.58107,6.52254,0.00000,16.00000,0.21355,2.11730,1.84039,13,4,3
texas,wins,20.00000,5.31290,3.76442,6.52227,0.00000,16.00000,0.14788,1.46213,1.91243,5,9,6
global,emergency,30.00000,10.02989,2.99106,6.51697,0.00000,15.00000,0.14768,1.39807,1.58066,7,20,3
americans,support,31.00000,10.71756,2.89245,6.51686,0.00000,24.00000,0.15653,1.47457,1.53229,11,9,11
graham,candidate,26.00000,8.19281,3.17351,6.51653,0.00000,13.00000,0.20115,1.93065,1.66608,6,11,9
day,worst,21.00000,5.80956,3.61473,6.51628,0.00000,15.00000,0.09684,0.96511,1.85389,10,10,1
america,dc,53.00000,23.69228,2.23702,6.51592,0.00000,19.00000,0.12375,1.12880,1.16158,7,36,10
minnesota,act,42.00000,16.76217,2.50564,6.51511,0.00000,24.00000,0.17233,1.56982,1.32518,8,17,17
ice,accountability,26.00000,8.47760,3.06691,6.51284,0.00000,15.00000,0.17509,1.74144,1.61678,18,6,2
iran,we'll,56.00000,27.97558,2.00175,6.50954,0.00000,22.00000,0.12349,1.37717,1.00126,18,25,13
america,secure,28.00000,9.35908,2.99175,6.50927,0.00000,13.00000,0.17567,1.75809,1.58099,2,8,18
talks,host,25.00000,7.61157,3.28447,6.50899,0.00000,12.00000,0.05349,0.52979,1.71566,3,20,2
truth,posts,20.00000,5.52068,3.62274,6.50791,0.00000,12.00000,0.22036,2.17932,1.85708,12,6,2
election,ballot,24.00000,7.52778,3.18819,6.50767,0.00000,15.00000,0.25647,2.54018,1.67274,4,7,13
doj,admits,24.00000,7.23689,3.31634,6.50691,0.00000,14.00000,0.12800,1.24438,1.72959,20,2,2
family,andrew,26.00000,8.22234,3.16212,6.50672,0.00000,15.00000,0.18102,1.73508,1.66089,6,19,1
summit,hold,50.00000,21.88476,2.28470,6.50601,0.00000,12.00000,0.19159,1.71383,1.19200,4,45,1
iran,boots,49.00000,23.95749,2.04529,6.50492,0.00000,28.00000,0.14147,1.66335,1.03231,17,14,18
ukraine,brussels,41.00000,16.50226,2.48451,6.50391,0.00000,5.00000,0.30452,2.92491,1.31296,2,39,0
ai,growth,36.00000,13.58205,2.65056,6.50227,0.00000,10.00000,0.21798,2.06439,1.40630,1,31,4
files,prince,25.00000,7.77055,3.21728,6.50171,0.00000,18.00000,0.20188,1.95161,1.68584,7,14,4
democratic,dsa,20.00000,4.84215,3.71736,6.50104,0.00000,16.00000,0.30116,2.97509,1.89428,6,5,7
home,sheriff,20.00000,5.41617,3.69265,6.50076,0.00000,11.00000,0.26765,2.64860,1.88465,3,13,4
near,sea,27.00000,8.45196,3.19452,6.50061,0.00000,8.00000,0.21564,2.05901,1.67560,10,15,2
doj,lawyer,33.00000,12.05268,2.73798,6.49722,0.00000,12.00000,0.21585,2.02914,1.45311,28,5,0
lindsay clancy,expert,27.00000,9.00929,2.99691,6.49703,0.00000,10.00000,0.20871,1.99039,1.58347,1,19,7
white,staff,20.00000,5.40022,3.70355,6.49690,0.00000,14.00000,0.16306,1.64292,1.88891,4,9,7
meeting,participates,21.00000,5.78036,3.63299,6.49495,0.00000,7.00000,0.24947,2.47074,1.86116,3,10,8
speaks,davos,28.00000,9.58145,2.92231,6.49382,0.00000,11.00000,0.17754,1.69506,1.54711,2,24,2
indian,prime minister,25.00000,7.56848,3.30317,6.49336,0.00000,5.00000,0.23530,2.26370,1.72385,0,24,1
like,really,27.00000,8.71245,3.09901,6.49037,0.00000,21.00000,0.17739,1.69299,1.63181,11,4,12
epstein,crimes,42.00000,18.04177,2.32793,6.48844,0.00000,26.00000,0.20246,1.89689,1.21905,26,6,10
starmer,social media,23.00000,6.92515,3.32123,6.48827,0.00000,10.00000,0.20407,1.98385,1.73172,10,12,1
vance,event,56.00000,25.50803,2.19539,6.48472,0.00000,24.00000,0.18920,1.67554,1.13448,14,18,24
leaders,xi,38.00000,14.69766,2.58545,6.48193,0.00000,11.00000,0.16994,1.56389,1.37041,2,36,0
attack,port,28.00000,9.05494,3.09223,6.48025,0.00000,10.00000,0.19372,1.89074,1.62865,15,10,3
talks,arrive,29.00000,9.53260,3.04219,6.47952,0.00000,8.00000,0.17259,1.66449,1.60511,1,25,3
shapiro,candace owens,32.00000,12.48114,2.56387,6.47899,0.00000,14.00000,0.33726,3.17015,1.35832,7,13,12
missile,sites,29.00000,9.63998,3.00831,6.47727,0.00000,12.00000,0.27014,2.58273,1.58895,14,10,5
calls,dangerous,26.00000,8.17187,3.18165,6.47579,0.00000,14.00000,0.13534,1.30665,1.66977,9,14,3
ii,record,21.00000,6.31611,3.32483,6.47475,0.00000,9.00000,0.19274,1.88843,1.73328,1,18,2
supreme,victory,32.00000,11.43571,2.79825,6.47393,0.00000,17.00000,0.14340,1.34898,1.48453,3,5,24
clancy,health,20.00000,5.77856,3.46107,6.47051,0.00000,7.00000,0.13101,1.29639,1.79122,0,11,9
deal,good,41.00000,15.48104,2.58381,6.47047,0.00000,20.00000,0.09207,0.85112,1.36950,9,25,6
leader,dead,40.00000,15.24973,2.62300,6.46957,0.00000,18.00000,0.13294,1.21810,1.39122,11,21,8
crisis,leadership,21.00000,5.78399,3.63071,6.46903,0.00000,16.00000,0.15325,1.51622,1.86025,8,9,4
gets,reality check,25.00000,7.92084,3.15623,6.46456,0.00000,15.00000,0.22366,2.18277,1.65820,15,1,9
people,shot,29.00000,9.58934,3.02419,6.46172,0.00000,16.00000,0.13664,1.30173,1.59655,2,18,9
day,protests,52.00000,22.51105,2.30998,6.46049,0.00000,21.00000,0.10028,0.89642,1.20788,20,24,8
oil,ships,37.00000,13.81949,2.67738,6.45923,0.00000,18.00000,0.17050,1.59110,1.42082,13,18,6
white house,charles iii,24.00000,7.57441,3.16856,6.45683,0.00000,14.00000,0.27813,2.80121,1.66383,2,17,5
killed,explosion,20.00000,5.34439,3.74224,6.45677,0.00000,9.00000,0.20059,1.99392,1.90390,6,13,1
doj,officials,39.00000,15.06610,2.58859,6.45630,0.00000,22.00000,0.15541,1.42877,1.37217,24,5,10
shock,announcement,42.00000,16.93507,2.48006,6.45509,0.00000,8.00000,0.24251,2.21236,1.31038,34,3,5
epstein files,cover-up,22.00000,6.78133,3.24420,6.45404,0.00000,18.00000,0.28245,2.77240,1.69786,11,8,3
security,shutdown,26.00000,8.09132,3.21332,6.45358,0.00000,13.00000,0.15346,1.47582,1.68406,1,17,8
slams,sen,44.00000,17.76509,2.47677,6.45316,0.00000,9.00000,0.19660,1.78110,1.30846,32,10,2
supreme,loss,27.00000,8.92488,3.02525,6.45219,0.00000,14.00000,0.18549,1.78153,1.59706,19,5,3
china,meet,65.00000,30.80224,2.11024,6.45167,0.00000,15.00000,0.14911,1.30612,1.07740,8,54,3
save,midterms,21.00000,5.96877,3.51831,6.45142,0.00000,16.00000,0.17149,1.68188,1.81488,9,4,8
ahead,beijing,23.00000,6.72314,3.42102,6.45090,0.00000,11.00000,0.18250,1.77842,1.77443,2,20,1
meet,beijing,23.00000,6.79027,3.38720,6.44822,0.00000,10.00000,0.24089,2.33870,1.76009,5,18,0
france,french,21.00000,5.82761,3.60354,6.44793,0.00000,6.00000,0.26167,2.56476,1.84941,3,17,1
israel,blames,28.00000,9.45069,2.96275,6.44738,0.00000,20.00000,0.14149,1.38729,1.56694,5,15,8
massive,california,37.00000,13.88853,2.66407,6.44659,0.00000,20.00000,0.11974,1.10885,1.41363,0,12,25
death,details,35.00000,12.62021,2.77333,6.44558,0.00000,18.00000,0.12591,1.17157,1.47162,9,15,11
says,economist,21.00000,5.89847,3.56025,6.44350,0.00000,9.00000,0.12573,1.31514,1.83198,10,5,6
russia,fleet,41.00000,16.76732,2.44523,6.44078,0.00000,11.00000,0.26280,2.51046,1.28997,9,28,4
china,tech,65.00000,31.09328,2.09048,6.43993,0.00000,22.00000,0.15197,1.33159,1.06384,9,46,10
security,tsa,20.00000,5.54651,3.60587,6.43909,0.00000,13.00000,0.20053,1.98983,1.85035,2,12,6
chief,patel,22.00000,6.24262,3.52416,6.43840,0.00000,6.00000,0.14113,1.38357,1.81728,10,12,0
strike,sea,42.00000,16.56369,2.53567,6.43723,0.00000,10.00000,0.20529,1.88021,1.34237,7,31,4
epstein files,expose,23.00000,7.63200,3.01363,6.43626,0.00000,12.00000,0.27979,2.73173,1.59150,19,3,1
nato,role,21.00000,5.89123,3.56462,6.43393,0.00000,8.00000,0.16256,1.60950,1.83375,5,16,0
lindsay,expert,27.00000,9.09611,2.96830,6.43174,0.00000,10.00000,0.20437,1.94923,1.56964,1,19,7
threat,biggest,31.00000,10.86478,2.85326,6.42991,0.00000,21.00000,0.16445,1.54907,1.51261,10,8,13
crisis,ebola,21.00000,5.87716,3.57315,6.42964,0.00000,11.00000,0.15788,1.56215,1.83720,9,11,1
strikes,targeted,38.00000,14.46918,2.62627,6.42861,0.00000,10.00000,0.17547,1.64980,1.39302,10,26,2
woke,aoc,24.00000,7.83802,3.06200,6.42848,0.00000,20.00000,0.28640,2.76624,1.61447,11,4,9
huge,victory,26.00000,8.18219,3.17763,6.42712,0.00000,12.00000,0.19067,1.82653,1.66795,15,1,10
russia,frontline,30.00000,10.74697,2.79149,6.42494,0.00000,5.00000,0.24593,2.42540,1.48103,2,28,0
crew,jet,21.00000,5.99710,3.50169,6.42367,0.00000,12.00000,0.29223,2.86146,1.80805,5,15,1
chief,meets,49.00000,20.66241,2.37146,6.42059,0.00000,7.00000,0.19592,1.75656,1.24577,5,44,0
putin,visit,64.00000,30.67380,2.08647,6.41849,0.00000,12.00000,0.16520,1.44380,1.06106,11,53,0
drops,explosive,41.00000,16.17063,2.53546,6.41790,0.00000,5.00000,0.24690,2.25937,1.34225,28,13,0
canada,school,27.00000,8.84521,3.05250,6.41700,0.00000,16.00000,0.16208,1.54922,1.60999,4,17,6
mark,davos,23.00000,7.29937,3.15096,6.41371,0.00000,13.00000,0.21600,2.09705,1.65579,5,16,2
pm,message,57.00000,26.27003,2.16977,6.41113,0.00000,5.00000,0.14761,1.31192,1.11754,4,52,1
protest,stop,34.00000,12.78011,2.66038,6.40786,0.00000,11.00000,0.13395,1.24987,1.41163,23,7,4
jd vance,force,23.00000,6.75115,3.40683,6.40396,0.00000,7.00000,0.13547,1.31917,1.76843,0,17,6
senate,agenda,27.00000,8.74635,3.08700,6.40149,0.00000,14.00000,0.15127,1.45394,1.62621,4,6,17
talks,hopes,22.00000,6.39099,3.44235,6.40040,0.00000,12.00000,0.19347,1.93482,1.78339,6,15,1
press conference,artemis ii,26.00000,8.89290,2.92368,6.39799,0.00000,9.00000,0.19052,1.82537,1.54779,1,24,1
hit,floods,23.00000,6.81333,3.37573,6.39745,0.00000,8.00000,0.16538,1.61594,1.75520,4,19,0
white,charles iii,24.00000,7.64826,3.13797,6.39464,0.00000,14.00000,0.25629,2.59277,1.64983,2,17,5
man,car,21.00000,5.93565,3.53795,6.39400,0.00000,11.00000,0.19890,1.95635,1.82291,2,9,10
meeting,mark,31.00000,10.59797,2.92509,6.39346,0.00000,13.00000,0.13571,1.27929,1.54848,3,27,1
iran,clock,40.00000,17.48569,2.28758,6.39238,0.00000,24.00000,0.11629,1.34373,1.19383,12,15,13
targets,forces,27.00000,8.57311,3.14938,6.39230,0.00000,12.00000,0.18352,1.75106,1.65507,9,15,3
warning,xi,56.00000,25.46438,2.19915,6.39177,0.00000,13.00000,0.17952,1.58650,1.13695,31,16,9
strike,threatens,57.00000,25.63962,2.22312,6.39145,0.00000,19.00000,0.14610,1.28828,1.15259,11,43,3
forces,hezbollah,21.00000,5.85138,3.58890,6.38935,0.00000,8.00000,0.21141,2.07132,1.84354,9,9,3
greenland,threatens,51.00000,22.94555,2.22265,6.38836,0.00000,22.00000,0.16935,1.50994,1.15228,22,25,4
case,update,58.00000,27.50388,2.10879,6.38508,0.00000,22.00000,0.17188,1.51359,1.07642,7,21,30
china,nvidia,32.00000,11.69116,2.73711,6.38429,0.00000,7.00000,0.20895,2.01311,1.45265,1,29,2
launches,hezbollah,24.00000,7.20303,3.33193,6.38349,0.00000,11.00000,0.19522,1.88862,1.73636,8,10,6
minneapolis,gas,24.00000,7.62300,3.14837,6.38172,0.00000,13.00000,0.11461,1.11410,1.65460,4,12,8
targets,kuwait,21.00000,5.85229,3.58834,6.38155,0.00000,8.00000,0.23549,2.31000,1.84332,4,17,0
election,spencer,27.00000,9.38441,2.87711,6.37851,0.00000,16.00000,0.20552,1.98704,1.52462,1,2,24
city,storm,21.00000,5.92589,3.54377,6.37830,0.00000,12.00000,0.19248,1.88600,1.82529,5,10,6
cnn,stunned,22.00000,6.57557,3.34572,6.37830,0.00000,9.00000,0.29466,2.87385,1.74232,5,2,15
ukraine,largest,24.00000,7.46872,3.21340,6.37616,0.00000,11.00000,0.18835,1.85818,1.68410,10,10,4
strikes,aviv,47.00000,20.03025,2.34645,6.37592,0.00000,14.00000,0.22853,2.12283,1.23048,12,33,2
strikes,tel aviv,47.00000,20.03025,2.34645,6.37592,0.00000,14.00000,0.22853,2.12283,1.23048,12,33,2
senate,debate,41.00000,16.39211,2.50120,6.37539,0.00000,23.00000,0.08392,0.77100,1.32262,9,19,13
zelensky,davos,26.00000,9.07581,2.86476,6.37533,0.00000,5.00000,0.25411,2.43425,1.51841,7,18,1
amid,funding,48.00000,20.28343,2.36646,6.37488,0.00000,16.00000,0.11638,1.05845,1.24273,11,29,8
greenland,wants,29.00000,9.73024,2.87763,6.37404,0.00000,23.00000,0.14044,1.33320,1.52488,6,16,6
shapiro,owens,32.00000,12.64988,2.52967,6.36589,0.00000,14.00000,0.33101,3.11012,1.33895,7,13,12
hits,tariffs,30.00000,10.20675,2.93923,6.36469,0.00000,16.00000,0.14080,1.33144,1.55544,8,21,1
bombshell,exposes,50.00000,21.81844,2.29164,6.36436,0.00000,24.00000,0.18887,1.68744,1.19638,29,5,16
police,near,39.00000,14.93300,2.61167,6.36026,0.00000,16.00000,0.13747,1.26376,1.38497,7,22,10
strikes,tel,47.00000,20.07161,2.34162,6.35911,0.00000,14.00000,0.22822,2.11966,1.22750,12,33,2
debate,joe,35.00000,14.21937,2.46143,6.35667,0.00000,24.00000,0.16096,1.49570,1.29950,9,9,17
maduro,operation,51.00000,23.70228,2.15169,6.35505,0.00000,24.00000,0.24688,2.20383,1.10547,13,26,12
killed,officials,37.00000,14.04544,2.63431,6.35456,0.00000,15.00000,0.14744,1.36362,1.39742,6,28,3
nato,territory,20.00000,5.68527,3.51786,6.35442,0.00000,5.00000,0.24845,2.50365,1.81470,13,7,0
exposed,ties,20.00000,5.65433,3.53711,6.35428,0.00000,14.00000,0.11085,1.10185,1.82257,10,4,6
strikes,damage,33.00000,11.90993,2.77080,6.35394,0.00000,14.00000,0.17165,1.64008,1.47030,11,18,4
minneapolis,raids,22.00000,6.66752,3.29958,6.35385,0.00000,14.00000,0.26635,2.63013,1.72228,6,9,7
bases,bombs,27.00000,8.88742,3.03800,6.35154,0.00000,5.00000,0.29727,2.83753,1.60312,13,14,0
strike,hezbollah,44.00000,17.99672,2.44489,6.34934,0.00000,10.00000,0.21586,1.96883,1.28977,16,23,5
case,plea,25.00000,7.91916,3.15690,6.34829,0.00000,11.00000,0.23382,2.28169,1.65851,0,17,8
ai,takeover,23.00000,7.38887,3.11279,6.34828,0.00000,17.00000,0.13022,1.28436,1.63821,5,9,9
nancy,agent,36.00000,14.33459,2.51141,6.34784,0.00000,9.00000,0.26136,2.42214,1.32850,1,26,9
plan,mamdani,44.00000,18.20207,2.41731,6.34602,0.00000,28.00000,0.10804,0.98154,1.27340,6,11,27
attack,alert,52.00000,22.86314,2.27440,6.34299,0.00000,14.00000,0.18384,1.66284,1.18549,27,19,6
house,majority,20.00000,5.56410,3.59447,6.34258,0.00000,10.00000,0.17897,1.83174,1.84578,8,4,8
plan,revealed,39.00000,15.24735,2.55782,6.34253,0.00000,19.00000,0.17249,1.58804,1.35492,26,4,9
military,taiwan,32.00000,11.29135,2.83403,6.34047,0.00000,11.00000,0.15092,1.43060,1.50285,7,22,3
congress,bondi,38.00000,15.20697,2.49885,6.33521,0.00000,26.00000,0.16063,1.48041,1.32127,23,13,2
tehran,gulf,57.00000,25.90169,2.20063,6.33457,0.00000,11.00000,0.24970,2.20388,1.13792,8,46,3
shooting,children,30.00000,10.36588,2.89411,6.33407,0.00000,16.00000,0.13161,1.25116,1.53312,4,22,4
republicans,polls,26.00000,8.45082,3.07663,6.33368,0.00000,6.00000,0.19233,1.85058,1.62135,19,1,6
lindsey,final,21.00000,6.04711,3.47273,6.33327,0.00000,11.00000,0.16648,1.63327,1.79607,3,10,8
shooting,dc,28.00000,9.59872,2.91706,6.33237,0.00000,15.00000,0.14638,1.40303,1.54451,7,17,4
tucker carlson,megyn kelly,23.00000,7.33540,3.13548,6.33205,0.00000,14.00000,0.37451,3.64647,1.64869,6,6,11
world cup,face,35.00000,13.02660,2.68681,6.33113,0.00000,12.00000,0.10916,1.01728,1.42589,21,12,2
hormuz,discuss,22.00000,6.44333,3.41438,6.32876,0.00000,9.00000,0.13127,1.30971,1.77163,3,17,2
deadly,spain,35.00000,12.88829,2.71564,6.32520,0.00000,12.00000,0.18023,1.67449,1.44129,6,26,3
house,returns,29.00000,9.76289,2.97043,6.32402,0.00000,11.00000,0.12109,1.17332,1.57067,0,25,4
russia,barrage,40.00000,16.42945,2.43465,6.32376,0.00000,7.00000,0.27478,2.64833,1.28372,6,31,3
warning,brutal,36.00000,13.54914,2.65700,6.32249,0.00000,13.00000,0.17778,1.65118,1.40980,14,5,17
big,lie,21.00000,6.16369,3.40705,6.32185,0.00000,16.00000,0.13399,1.33106,1.76852,10,3,8
hormuz,centcom,23.00000,6.95615,3.30643,6.31901,0.00000,11.00000,0.19137,1.91845,1.72527,4,14,5
china,growth,28.00000,9.33375,2.99987,6.31616,0.00000,10.00000,0.17215,1.67171,1.58490,2,25,1
says,tom homan,31.00000,11.02299,2.81230,6.31461,0.00000,13.00000,0.11778,1.17103,1.49175,5,17,9
attacks,red sea,20.00000,5.57681,3.58628,6.31408,0.00000,7.00000,0.22700,2.27213,1.84249,8,12,0
protest,residents,20.00000,5.53184,3.61544,6.31115,0.00000,9.00000,0.17751,1.75788,1.85417,1,13,6
netanyahu,vows,28.00000,9.29570,3.01215,6.31002,0.00000,10.00000,0.17936,1.70765,1.59079,8,15,5
pm,deals,26.00000,8.59599,3.02467,6.30984,0.00000,5.00000,0.16998,1.66248,1.59678,2,23,1
lies,destroys,21.00000,6.21824,3.37716,6.30786,0.00000,14.00000,0.23839,2.33385,1.75581,13,1,7
oil,strategic,22.00000,6.40921,3.43256,6.30756,0.00000,12.00000,0.16563,1.64172,1.77928,3,16,3
meeting,davos,21.00000,6.38227,3.29036,6.30632,0.00000,11.00000,0.15555,1.53155,1.71825,4,12,5
update,artemis ii,24.00000,7.91215,3.03331,6.30356,0.00000,11.00000,0.17158,1.65941,1.60089,4,16,4
dems,hasan,23.00000,7.19078,3.19854,6.30354,0.00000,14.00000,0.15403,1.49894,1.67741,10,6,7
gop,massie,23.00000,7.13456,3.22375,6.30267,0.00000,13.00000,0.17949,1.75879,1.68874,9,10,4
peace,leo,23.00000,6.89580,3.33537,6.30115,0.00000,11.00000,0.16503,1.61272,1.73784,4,17,2
says,weapon,32.00000,11.48955,2.78514,6.29818,0.00000,15.00000,0.08429,0.82902,1.47775,2,26,4
leaders,tech,22.00000,6.41141,3.43138,6.29508,0.00000,13.00000,0.12602,1.23493,1.77879,4,15,3
putin,ready,55.00000,25.31299,2.17280,6.29477,0.00000,8.00000,0.20052,1.79083,1.11955,25,30,0
iran,agrees,51.00000,24.52391,2.07960,6.29437,0.00000,20.00000,0.11676,1.30532,1.05631,9,34,8
fox,democrat,27.00000,9.36147,2.88416,6.29356,0.00000,10.00000,0.16377,1.56378,1.52815,14,1,12
israeli,violence,32.00000,11.60960,2.75634,6.29282,0.00000,11.00000,0.18531,1.74269,1.46275,22,10,0
people,say,43.00000,17.43640,2.46611,6.29107,0.00000,21.00000,0.13745,1.25157,1.30223,6,18,19
starmer,social,24.00000,7.61289,3.15255,6.28958,0.00000,10.00000,0.17271,1.67088,1.65652,11,12,1
claims,slams,52.00000,22.75108,2.28561,6.28581,0.00000,13.00000,0.15729,1.40000,1.19258,7,40,5
president,welcome,41.00000,16.72210,2.45185,6.28393,0.00000,11.00000,0.16572,1.55791,1.29387,3,33,5
visit,moscow,20.00000,5.56905,3.59127,6.28359,0.00000,11.00000,0.19469,1.91915,1.84450,7,12,1
republicans,convention,24.00000,7.78942,3.08110,6.28168,0.00000,12.00000,0.22510,2.19129,1.62345,12,12,0
drone,irgc,44.00000,18.17783,2.42053,6.28082,0.00000,6.00000,0.23562,2.13912,1.27532,18,25,1
major,sparks,30.00000,10.26452,2.92269,6.27964,0.00000,14.00000,0.13340,1.26487,1.54730,11,11,8
fund,ag,21.00000,6.11502,3.43417,6.27825,0.00000,13.00000,0.26986,2.64166,1.77996,12,9,0
vance,agreement,24.00000,7.49414,3.20250,6.27797,0.00000,14.00000,0.20515,2.00569,1.67920,6,13,5
strait,deadline,31.00000,10.99954,2.81830,6.27672,0.00000,16.00000,0.20041,1.90318,1.49483,7,18,6
east,expert,23.00000,6.88119,3.34245,6.27621,0.00000,9.00000,0.14309,1.39320,1.74090,5,14,4
gop,seat,22.00000,6.54883,3.35938,6.27039,0.00000,16.00000,0.20672,2.04161,1.74819,8,5,9
fight,legal,20.00000,5.62974,3.55256,6.26840,0.00000,15.00000,0.14455,1.43019,1.82886,8,5,7
democrats,socialists,23.00000,7.26590,3.16547,6.26608,0.00000,16.00000,0.24699,2.44419,1.66242,5,4,14
killed,son,20.00000,5.51265,3.62802,6.26560,0.00000,12.00000,0.15828,1.57032,1.85918,5,13,2
air,joint,20.00000,5.50205,3.63501,6.26165,0.00000,8.00000,0.17849,1.76613,1.86196,1,18,1
noem,immigration,24.00000,7.55402,3.17712,6.25888,0.00000,14.00000,0.19302,1.86438,1.66772,7,13,4
details,crash,21.00000,5.99628,3.50217,6.25882,0.00000,10.00000,0.13918,1.36900,1.80825,6,5,10
nyc,york,30.00000,10.52705,2.84980,6.25834,0.00000,12.00000,0.18719,1.76594,1.51086,4,22,4
epstein,alive,31.00000,12.88060,2.32908,6.25744,0.00000,21.00000,0.19809,1.92318,1.21976,8,5,17
hormuz,blocks,29.00000,10.13464,2.86147,6.25634,0.00000,10.00000,0.15282,1.47877,1.51676,9,18,2
near,ships,22.00000,6.41032,3.43196,6.25482,0.00000,12.00000,0.20789,2.02963,1.77903,10,11,1
congress,files,53.00000,24.34361,2.17716,6.25232,0.00000,29.00000,0.13861,1.23142,1.12245,28,18,7
saudi,airport,21.00000,6.00297,3.49827,6.25192,0.00000,7.00000,0.19202,1.88208,1.80664,6,15,0
greenland,troops,51.00000,23.81107,2.14186,6.24943,0.00000,21.00000,0.18307,1.63241,1.09886,27,22,2
peace,middle,39.00000,15.28288,2.55187,6.24895,0.00000,20.00000,0.11254,1.03613,1.35156,7,24,8
win,democratic,25.00000,7.88136,3.17204,6.24881,0.00000,13.00000,0.16451,1.58476,1.66541,6,18,1
trade,boost,22.00000,6.55902,3.35416,6.24762,0.00000,8.00000,0.24195,2.38574,1.74595,3,18,1
state,walz,23.00000,7.01325,3.27950,6.24609,0.00000,11.00000,0.12585,1.23338,1.71348,2,6,15
vance,erika kirk,23.00000,7.49480,3.06879,6.24558,0.00000,16.00000,0.20334,1.99733,1.61767,7,9,7
judge,charges,23.00000,7.10491,3.23720,6.24543,0.00000,13.00000,0.19715,1.91631,1.69474,3,11,9
drones,hezbollah,27.00000,8.95202,3.01608,6.24533,0.00000,11.00000,0.25343,2.41803,1.59267,15,11,1
question,cnn,21.00000,6.13734,3.42168,6.24161,0.00000,12.00000,0.23545,2.30474,1.77471,11,3,7
ai,street,43.00000,18.14863,2.36932,6.24128,0.00000,12.00000,0.18859,1.73828,1.24448,2,40,1
democrats,voter,36.00000,13.95974,2.57884,6.23474,0.00000,21.00000,0.19514,1.81887,1.36672,6,1,29
