a,b,co_mentions,channels_co_mentioning,phrase_pair,r_pooled,r_lo_pooled,r_hi_pooled,r_shift_p_pooled,peak_ccf_pooled,peak_lag_pooled,peak_shift_p_pooled,pw_peak_ccf_pooled,pw_peak_lag_pooled,pw_band_pooled,r_channels,r_lo_channels,r_hi_channels,r_shift_p_channels,peak_ccf_channels,peak_lag_channels,peak_shift_p_channels,pw_peak_ccf_channels,pw_peak_lag_channels,pw_band_channels,r_pooled_knots3,r_pooled_knots10,granger_order,granger_a_to_b_p,granger_b_to_a_p,naive_or,week_observed,week_expected,week_lift,week_z,week_p,week_or_mh,week_or_lo,week_or_hi,week_log_or_se,day_or_mh,day_or_lo,day_or_hi,day_z,z_half_a,or_half_a,z_half_b,or_half_b,title_replicated,group_left_or,group_left_lo,group_left_hi,group_neutral_or,group_neutral_lo,group_neutral_hi,group_right_or,group_right_lo,group_right_hi,group_heterogeneity_p,loo_or_min,loo_or_max,loo_z_min,loo_z_max,loo_most_influential_org,meta_k,meta_theta_re,meta_se_re,meta_tau2,meta_i2,meta_q,meta_q_p,meta_share_or_gt1,meta_share_sig_pos,meta_share_sig_neg,screen_lift,screen_q,screen_replicated,screen_channels,title_kind,title_direction,time_reading
fauci,china,5,3,False,-0.0337,-0.2730,0.2414,0.7920,-0.2403,-5,0.2060,0.1541,-10,0.1227,-0.0852,-0.3225,0.1869,0.5540,-0.2111,-5,0.3400,0.1634,-10,0.1227,0.0136,-0.0094,3,0.5761,0.0339,0.3426,5.0000,15.2807,0.3272,-2.9549,0.0031,0.2939,0.1211,0.7134,0.4524,0.2830,0.1063,0.7539,-2.8118,-1.9544,0.2859,-2.2202,0.2995,False,,,,,,,0.4538,0.1848,1.1146,,0.1426,0.3537,-3.2946,-2.4864,Times Group,32,1.0341,0.2327,0.0000,0.0000,15.2290,0.9921,0.8750,0.0312,0.0000,,,,,none,avoid,none
fauci,america,22,8,False,-0.1283,-0.2841,0.0403,0.2020,-0.2394,-14,0.1880,0.1551,11,0.1227,-0.1512,-0.2998,-0.0186,0.1180,-0.1982,-2,0.3480,0.1730,11,0.1227,-0.1843,-0.0397,2,0.9460,0.1070,0.8866,22.0000,37.4507,0.5874,-2.8981,0.0038,0.4926,0.3063,0.7921,0.2424,0.5447,0.3297,0.9001,-2.3678,-2.0233,0.2380,-2.2252,0.5600,False,,,,0.5374,0.1240,2.3300,0.5624,0.3389,0.9333,0.9542,0.2582,0.5331,-3.8928,-2.4884,Real America's Voice,37,0.4146,0.1702,0.0000,0.0000,29.2563,0.7795,0.6486,0.0541,0.0000,0.5874,0.0057,False,8.0000,none,avoid,none
venezuela,ceasefire,0,0,False,-0.0821,-0.2132,0.0536,0.2760,0.1513,11,0.6740,0.1556,11,0.1227,-0.0893,-0.2119,0.0437,0.2520,0.1559,11,0.6660,0.1693,11,0.1227,-0.1166,-0.1006,1,0.9338,0.3710,,0.0000,7.3211,0.0000,-2.8552,0.0043,,,,,,,,-2.8393,-1.2871,,-2.5487,,False,,,,,,,,,,,,,,,,42,0.4052,0.2241,0.0000,0.0000,34.8657,0.7389,0.5714,0.0000,0.0000,,,,,none,avoid,none
platner,shooting,0,0,False,0.0267,-0.1129,0.1557,0.7520,-0.1030,-10,0.9460,0.1143,-3,0.1227,0.0454,-0.1022,0.1799,0.6580,-0.1173,-10,0.9500,0.1278,-3,0.1245,-0.0053,0.0731,2,0.5819,0.8793,,0.0000,7.1018,0.0000,-2.8414,0.0045,,,,,,,,-2.5736,-2.0136,,-2.0052,,False,,,,,,,,,,,,,,,,29,0.8723,0.2719,0.0000,0.0000,14.7551,0.9809,0.7931,0.0000,0.0000,,,,,none,avoid,none
deal,platner,3,3,False,-0.0145,-0.1647,0.1379,0.8800,0.2347,-14,0.1620,0.1365,12,0.1247,-0.0226,-0.1561,0.1203,0.8060,0.2288,-14,0.1580,-0.1152,-4,0.1237,-0.0154,-0.0322,3,0.0708,0.7595,0.2131,3.0000,12.2686,0.2445,-2.8220,0.0048,0.2234,0.0711,0.7019,0.5841,0.3090,0.0931,1.0259,-2.0465,-1.7447,0.2157,-2.2180,0.2281,False,,,,0.2102,0.0284,1.5580,0.6209,0.1470,2.6231,0.3896,0.1452,0.2696,-3.0836,-2.4174,Fox News,29,0.9451,0.2498,0.0000,0.0000,15.9051,0.9672,0.7931,0.0345,0.0000,,,,,none,avoid,none
iran,lindsey graham,75,35,False,0.1324,-0.0176,0.2692,0.1640,-0.1881,13,0.3880,-0.1596,13,0.1225,0.0783,-0.0538,0.2185,0.4180,-0.1932,11,0.3820,0.1470,-12,0.1227,0.2536,0.1335,1,0.2113,0.9453,0.6409,74.0000,96.8744,0.7639,-2.7045,0.0068,0.7087,0.5494,0.9142,0.1299,0.5755,0.4330,0.7650,-3.9631,-1.4339,0.7746,-2.3613,0.6508,False,0.5663,0.3649,0.8788,0.8623,0.5751,1.2930,0.7269,0.4451,1.1873,0.3852,0.6771,0.7555,-3.0069,-2.1689,CBS News,40,0.0629,0.1518,0.2180,0.2620,52.8424,0.0686,0.4500,0.0750,0.0250,0.7639,0.0101,False,35.0000,none,avoid,none
platner,ceasefire,1,1,False,0.1849,-0.0041,0.3586,0.0500,0.1929,2,0.2680,-0.1907,-4,0.1227,0.1881,-0.0089,0.3785,0.0240,0.2058,3,0.2640,-0.2570,-4,0.1245,0.0835,0.2078,4,0.2234,0.0009,0.1484,1.0000,8.3435,0.1199,-2.6987,0.0070,0.0886,0.0101,0.7799,1.1095,,,,-3.4462,-1.4749,0.2139,-2.2924,,False,,,,,,,0.5727,0.0595,5.5149,,0.0886,0.1130,-3.0028,-2.3023,CBS News,23,1.2008,0.3035,0.0000,0.0000,7.0511,0.9989,0.9130,0.0000,0.0000,,,,,none,avoid,none
ice,america,126,35,False,-0.1430,-0.3314,0.1103,0.1000,0.2650,-11,0.0000,0.1393,2,0.1227,-0.1362,-0.3173,0.0702,0.0640,0.2385,-12,0.0340,0.1149,2,0.1227,-0.2045,-0.1980,2,0.1355,0.7418,0.7150,126.0000,155.4850,0.8104,-2.6568,0.0079,0.7757,0.6413,0.9383,0.0971,0.8831,0.7219,1.0801,-1.2428,-2.8696,0.5459,-1.3553,0.8647,False,0.5911,0.3964,0.8816,0.9647,0.7279,1.2784,0.7211,0.5119,1.0157,0.1209,0.6851,0.8117,-3.6253,-2.1380,Network18,99,0.3498,0.1050,0.1283,0.1534,115.7602,0.1064,0.6162,0.0707,0.0101,0.8104,0.0116,False,35.0000,none,avoid,none
epstein files,america,16,10,False,-0.0995,-0.1967,0.0506,0.2980,-0.2224,-1,0.3120,-0.1854,-1,0.1230,-0.1090,-0.2102,0.0253,0.1680,-0.2822,-1,0.0340,-0.2389,-1,0.1230,-0.0556,-0.0524,1,0.2173,0.0012,0.4001,16.0000,29.0631,0.5505,-2.6023,0.0093,0.5001,0.2958,0.8456,0.2679,0.4569,0.2571,0.8119,-2.7557,-1.8721,0.3484,-1.8729,0.5687,False,0.5375,0.2403,1.2024,0.7283,0.3441,1.5414,0.1289,0.0178,0.9308,0.2723,0.3591,0.5420,-3.1995,-2.2829,Network18,52,0.7736,0.1698,0.0000,0.0000,47.4411,0.6158,0.7308,0.0577,0.0000,,,,,none,avoid,none
platner,lindsey graham,2,2,False,0.0637,-0.1168,0.2904,0.4640,0.3565,4,0.0000,-0.2044,14,0.1227,0.0660,-0.1190,0.2749,0.4720,0.3426,4,0.0000,0.2055,6,0.1245,0.0013,0.0281,2,0.0005,0.9262,0.8163,2.0000,8.7908,0.2275,-2.5203,0.0117,0.2178,0.0566,0.8386,0.6877,0.6434,0.1449,2.8574,-0.6083,-1.4757,0.2619,-2.0653,0.1861,False,0.2502,0.0388,1.6127,0.3024,0.0431,2.1205,,,,0.8904,0.1195,0.2537,-2.7258,-2.2333,CBS News,23,1.8730,0.2826,0.0000,0.0000,8.4351,0.9958,1.0000,0.1739,0.0000,,,,,none,avoid,none
ice,platner,6,6,False,0.2801,0.1834,0.3846,0.0000,0.2833,-2,0.0000,0.1803,-7,0.1227,0.2896,0.2083,0.3832,0.0000,0.2927,-2,0.0000,-0.1858,4,0.1227,0.2297,0.2292,2,0.1070,0.0503,0.3373,6.0000,14.9621,0.4010,-2.4690,0.0135,0.3532,0.1515,0.8234,0.4319,0.2623,0.0941,0.7311,-2.6454,-2.2455,0.1383,-1.3139,0.5294,False,0.4591,0.1568,1.3440,,,,0.6532,0.1597,2.6710,0.6963,0.2848,0.3972,-2.7329,-2.1606,CBS News,35,0.3545,0.2240,0.0000,0.0000,13.9486,0.9991,0.6857,0.0000,0.0000,,,,,none,avoid,none
greenland,ceasefire,0,0,False,0.0107,-0.1744,0.1691,0.8680,-0.2097,-5,0.1280,-0.2022,-5,0.1227,-0.0234,-0.2086,0.1657,0.7080,-0.1996,-5,0.0100,0.1819,1,0.1227,0.1169,0.0959,2,0.0215,0.0603,,0.0000,5.0866,0.0000,-2.4563,0.0140,,,,,,,,-2.4047,-1.3591,,-2.0512,,False,,,,,,,,,,,,,,,,33,0.6263,0.2524,0.0000,0.0000,31.2706,0.5033,0.6061,0.0303,0.0000,,,,,none,avoid,none
ice,alex,88,43,False,0.0247,-0.0920,0.1592,0.8320,-0.1434,6,0.7200,-0.1467,2,0.1227,0.0143,-0.0945,0.1345,0.9140,-0.1080,2,0.9620,-0.1579,2,0.1227,0.1375,0.0494,2,0.0255,0.3080,3.7013,88.0000,71.4923,1.2309,2.3636,0.0181,1.3398,1.0419,1.7229,0.1283,1.1636,0.8789,1.5405,1.1117,2.2701,1.4729,1.0970,1.2180,False,1.2410,0.8552,1.8011,1.7370,1.0664,2.8294,1.2247,0.7640,1.9631,0.5003,1.1920,1.4584,1.3353,3.0035,Times Group,45,1.5387,0.2383,1.5722,0.6955,144.5063,0.0000,0.8444,0.4000,0.0222,1.2309,0.0256,False,43.0000,none,co-mention,none
venezuela,alex,3,2,False,0.0709,-0.0568,0.1691,0.4500,0.1724,-3,0.5480,0.0931,-11,0.1227,0.0183,-0.0927,0.1326,0.8440,0.1252,-4,0.9820,0.1320,-11,0.1227,0.0399,0.0929,2,0.6356,0.1607,0.2709,3.0000,9.7121,0.3089,-2.3393,0.0193,0.2251,0.0618,0.8199,0.6595,0.2029,0.0409,1.0076,-2.1503,-1.7229,0.2286,-1.5827,0.2209,False,,,,0.2419,0.0450,1.3006,0.4546,0.0586,3.5250,0.6409,0.0992,0.3087,-2.8010,-1.7361,CBS News,30,1.0705,0.2577,0.0000,0.0000,15.5217,0.9805,0.8667,0.0000,0.0000,,,,,none,avoid,none
epstein files,ceasefire,0,0,False,0.1171,-0.0348,0.2596,0.1500,0.1382,-1,0.7080,-0.1540,1,0.1230,0.1394,-0.0107,0.2908,0.0460,0.1394,0,0.6320,-0.1651,1,0.1230,0.0223,0.0915,1,0.0390,0.1077,,0.0000,4.5302,0.0000,-2.2673,0.0234,,,,,,,,-2.6973,-1.4106,,-1.7754,,False,,,,,,,,,,,,,,,,35,0.8783,0.2462,0.0000,0.0000,13.4438,0.9994,0.8571,0.0286,0.0000,,,,,none,avoid,none
maduro,china,42,18,False,0.0795,-0.0359,0.1842,0.1480,-0.1815,2,0.1780,-0.1755,2,0.1225,0.0787,-0.0567,0.1888,0.2200,-0.2041,2,0.0780,-0.1683,2,0.1225,0.0174,0.0399,3,0.0034,0.4445,1.7781,42.0000,31.0680,1.3519,2.2474,0.0246,1.5177,1.0557,2.1818,0.1852,1.5316,0.9952,2.3573,1.9725,2.1391,1.8252,1.1366,1.3254,False,2.1599,1.0816,4.3135,1.2911,0.8003,2.0829,1.5414,0.5676,4.1860,0.4870,1.2980,1.6039,1.1699,2.4971,Times Group,32,0.8508,0.1424,0.0000,0.0000,23.9129,0.8141,0.8750,0.1562,0.0000,1.3519,0.0342,False,18.0000,none,co-mention,none
epstein,fauci,0,0,False,-0.0411,-0.1747,0.1006,0.7320,0.2589,14,0.2880,-0.1517,-13,0.1225,-0.0569,-0.1817,0.0807,0.5800,-0.2808,-13,0.2360,-0.1683,-13,0.1227,-0.1214,-0.0941,2,0.1336,0.0556,,0.0000,4.1293,0.0000,-2.2186,0.0265,,,,,,,,-1.9691,-1.6077,,-1.5303,,False,,,,,,,,,,,,,,,,33,0.5875,0.2542,0.0000,0.0000,17.6264,0.9814,0.7273,0.0000,0.0000,,,,,none,avoid,none
state,platner,1,1,False,-0.2273,-0.3728,-0.0731,0.0160,-0.2328,-4,0.1500,0.1620,9,0.1232,-0.2313,-0.3713,-0.0448,0.0000,-0.2508,-5,0.0000,0.1835,9,0.1227,-0.1801,-0.1974,2,0.7392,0.1162,0.1190,1.0000,6.0790,0.1645,-2.1955,0.0281,0.0896,0.0070,1.1396,1.2974,,,,-2.3043,-1.2796,,-1.7929,0.1231,False,0.2378,0.0182,3.1035,,,,,,,,0.0896,0.1223,-2.4700,-1.7884,MS NOW,26,1.0953,0.2867,0.0000,0.0000,13.9528,0.9625,0.8077,0.0000,0.0000,,,,,none,avoid,none
platner,china,0,0,False,-0.1344,-0.3358,0.0810,0.2040,-0.1466,1,0.9220,-0.1126,-3,0.1227,-0.1177,-0.2948,0.0821,0.2840,-0.1572,2,0.7200,-0.1358,-7,0.1245,-0.1635,-0.1587,3,0.5594,0.2705,,0.0000,4.1995,0.0000,-2.1952,0.0281,,,,,,,,-1.8448,-1.6755,,-1.4215,,False,,,,,,,,,,,,,,,,23,1.0085,0.3042,0.0000,0.0000,6.2719,0.9996,1.0000,0.0435,0.0000,,,,,none,avoid,none
deal,epstein files,9,6,False,0.1111,-0.0392,0.2654,0.2280,0.1299,7,0.8020,-0.1250,13,0.1247,0.0510,-0.0717,0.1739,0.6200,0.1150,9,0.9680,0.1065,3,0.1237,0.1634,0.0896,3,0.1958,0.6101,0.3604,9.0000,17.7714,0.5064,-2.1819,0.0291,0.4715,0.2382,0.9334,0.3484,0.3679,0.1756,0.7706,-2.7114,-1.8483,0.2671,-1.3354,0.5915,False,0.8965,0.3854,2.0855,0.2620,0.0800,0.8576,,,,0.0976,0.3377,0.5611,-2.5881,-1.6551,Times Group,49,0.8690,0.1836,0.0000,0.0000,28.8017,0.9873,0.8367,0.0612,0.0000,,,,,none,avoid,none
trump,lindsey graham,211,61,False,-0.1398,-0.2427,-0.0167,0.0700,-0.1398,0,0.6960,0.1272,-5,0.1225,-0.0528,-0.1980,0.0801,0.6600,-0.1941,5,0.3220,0.1814,-5,0.1227,-0.0652,-0.1420,1,0.4022,0.5883,1.0120,211.0000,234.6687,0.8991,-2.0265,0.0427,0.8498,0.7205,1.0022,0.0842,0.9480,0.7856,1.1439,-0.5851,-0.5141,0.9431,-2.3493,0.7661,False,0.6191,0.4877,0.7858,1.3187,0.9911,1.7547,0.9511,0.6555,1.3800,0.0003,0.7788,0.9097,-2.9106,-1.1477,Times Group,40,-0.0535,0.1300,0.3006,0.4978,77.6623,0.0002,0.4750,0.1000,0.1250,0.8991,0.0576,False,61.0000,none,avoid,none
epstein files,lindsey graham,0,0,False,0.0448,-0.1098,0.1788,0.5500,0.2170,-3,0.0800,0.2198,-3,0.1230,0.0502,-0.1151,0.1777,0.5380,0.2001,-3,0.2200,0.1999,-3,0.1230,-0.0622,0.0638,3,0.8653,0.0262,,0.0000,3.5081,0.0000,-1.9972,0.0458,,,,,,,,-1.4606,-1.6139,,-1.1813,,False,,,,,,,,,,,,,,,,29,1.7059,0.2717,0.0000,0.0000,10.2667,0.9991,0.9655,0.1034,0.0000,,,,,none,avoid,none
venezuela,epstein files,2,2,False,-0.1057,-0.2441,0.0263,0.2660,-0.1483,-8,0.7800,-0.1131,11,0.1227,-0.1188,-0.2400,0.0017,0.2680,-0.1425,-8,0.8780,-0.1082,10,0.1227,-0.0619,-0.0614,3,0.6815,0.2961,0.1475,2.0000,6.7610,0.2958,-1.9653,0.0494,0.2607,0.0624,1.0890,0.7295,0.3856,0.0848,1.7528,-1.2348,-1.7491,0.1728,-0.9504,0.4100,False,0.1991,0.0243,1.6324,0.3746,0.0540,2.6000,,,,0.6650,0.1113,0.2903,-2.3415,-1.7792,ANI,39,0.9646,0.2223,0.0000,0.0000,14.3815,0.9998,0.9231,0.0256,0.0000,,,,,none,avoid,none
deal,maduro,6,5,False,0.0021,-0.1357,0.1500,0.9780,0.0977,-13,0.9580,-0.1919,-6,0.1247,0.0154,-0.1383,0.1683,0.7980,-0.1308,-6,0.8520,0.1540,6,0.1237,-0.1244,0.0479,10,0.0088,0.6327,0.2277,6.0000,12.3711,0.4850,-1.9613,0.0498,0.4709,0.2113,1.0492,0.4088,0.5769,0.2535,1.3129,-1.4160,-0.2006,0.9180,-2.4055,0.1365,False,1.3672,0.4918,3.8003,0.2283,0.0574,0.9085,,,,0.0412,0.2313,0.5597,-2.8640,-1.3920,MeidasTouch Network,34,0.2866,0.2284,0.0510,0.0288,33.9776,0.4203,0.4706,0.0294,0.0000,,,,,none,avoid,none
maduro,ceasefire,0,0,False,-0.1416,-0.2624,0.0176,0.0420,-0.2005,4,0.0500,-0.1914,4,0.1225,-0.1317,-0.2618,0.0244,0.0480,-0.1792,4,0.1520,0.1757,13,0.1225,-0.1329,-0.1318,1,0.1097,0.5467,,0.0000,3.3627,0.0000,-1.9357,0.0529,,,,,,,,-1.7232,-1.1922,,-1.5254,,False,,,,,,,,,,,,,,,,29,0.5286,0.2681,0.0000,0.0000,18.1968,0.9211,0.6552,0.0345,0.0000,,,,,none,avoid,none
state,china,31,21,False,0.1315,-0.0028,0.2848,0.2340,0.1872,14,0.7760,0.1637,0,0.1232,0.1114,-0.0326,0.2631,0.3580,0.2083,14,0.6640,0.1447,0,0.1227,0.1397,0.1087,3,0.4781,0.4837,0.6387,31.0000,43.0094,0.7208,-1.9327,0.0533,0.6909,0.4756,1.0035,0.1905,0.5686,0.3790,0.8529,-2.7332,-0.2476,0.9273,-2.1950,0.5819,False,1.2936,0.6422,2.6058,0.5995,0.3478,1.0331,0.5370,0.2510,1.1492,0.1578,0.6490,0.7671,-2.1940,-1.3541,Network18,45,0.6638,0.1795,0.2949,0.2209,56.4770,0.0983,0.6222,0.1111,0.0000,0.7208,0.0707,False,21.0000,none,avoid,none
deal,lindsey graham,4,4,False,-0.1943,-0.3110,-0.0644,0.0380,-0.3257,11,0.0140,0.1593,5,0.1247,-0.1755,-0.2769,-0.0408,0.0240,-0.3380,11,0.0160,-0.1544,2,0.1237,-0.2868,-0.1433,11,0.0000,0.1208,0.2581,4.0000,9.3034,0.4299,-1.9143,0.0556,0.3528,0.1137,1.0946,0.5777,0.4540,0.1368,1.5065,-1.3147,-1.3903,0.2755,-1.3310,0.4087,False,1.0203,0.2500,4.1638,0.2388,0.0334,1.7099,,,,0.2394,0.2340,0.4121,-2.2667,-1.6109,The Bulwark,38,0.9622,0.2224,0.0000,0.0000,22.3331,0.9727,0.8158,0.0526,0.0000,,,,,none,avoid,none
maduro,epstein files,0,0,False,0.0184,-0.1519,0.1929,0.7540,0.1306,-14,0.8640,-0.1337,-2,0.1225,0.0185,-0.1400,0.2039,0.7940,0.1490,-14,0.5780,-0.1408,-2,0.1225,-0.0782,0.0042,2,0.4581,0.0417,,0.0000,3.0771,0.0000,-1.8947,0.0581,,,,,,,,-1.6722,-1.5453,,-1.0988,,False,,,,,,,,,,,,,,,,26,1.1636,0.2845,0.0000,0.0000,8.3251,0.9993,0.8462,0.0000,0.0000,,,,,none,avoid,none
venezuela,china,64,24,False,0.0230,-0.0985,0.1497,0.8120,-0.2151,-14,0.3460,-0.1255,-14,0.1227,0.0283,-0.0836,0.1399,0.7920,-0.1714,-14,0.5400,0.1238,3,0.1227,-0.0155,0.0653,3,0.4212,0.7104,1.4864,64.0000,51.9791,1.2313,1.8739,0.0609,1.3230,0.9930,1.7626,0.1464,1.3243,0.9628,1.8213,1.6980,0.7186,1.1968,1.8237,1.4044,False,1.4652,0.8531,2.5165,1.1099,0.7576,1.6259,2.4834,1.1633,5.3017,0.1669,1.2515,1.4551,1.4017,2.4670,Bloomberg,48,0.8597,0.1409,0.1305,0.1640,56.2212,0.1678,0.7917,0.1667,0.0000,1.2313,0.0802,False,24.0000,none,co-mention,none
war,maduro,43,24,False,0.0011,-0.1765,0.1886,0.9700,-0.1430,3,0.5940,0.0888,1,0.1250,0.0046,-0.1852,0.2179,0.9660,-0.1070,9,0.8720,-0.1216,0,0.1235,0.2201,0.0230,2,0.0565,0.5384,0.4106,43.0000,55.1337,0.7799,-1.8705,0.0614,0.7302,0.5238,1.0180,0.1695,0.5680,0.3841,0.8401,-2.8337,-0.9868,0.8056,-1.7042,0.6393,False,0.7293,0.4180,1.2725,0.5563,0.3313,0.9341,1.4498,0.7193,2.9222,0.0965,0.6950,0.7968,-2.1103,-1.1307,Times Group,37,-0.2819,0.1919,0.3415,0.2962,51.1476,0.0486,0.3784,0.0270,0.0811,0.7799,0.0808,False,24.0000,none,avoid,none
greenland,epstein files,2,2,False,-0.1674,-0.2943,-0.0279,0.0200,-0.2611,5,0.0000,-0.1403,5,0.1227,-0.1774,-0.2952,-0.0447,0.0160,-0.2167,5,0.0260,-0.1322,5,0.1227,-0.0881,-0.0251,3,0.0396,0.9234,0.2072,2.0000,6.4104,0.3120,-1.8529,0.0639,0.2794,0.0667,1.1700,0.7307,0.1923,0.0379,0.9765,-2.0746,-1.8655,,-0.7490,0.5769,False,0.5230,0.1218,2.2468,,,,,,,,0.1378,0.4181,-2.2399,-1.2118,Times Group,33,1.0806,0.2458,0.0000,0.0000,12.8125,0.9990,0.9091,0.0000,0.0000,,,,,none,avoid,none
epstein,alex,24,12,False,-0.0324,-0.1919,0.1528,0.6900,0.3134,-6,0.0000,0.1738,12,0.1225,-0.0407,-0.1998,0.1336,0.5440,0.3136,-5,0.0000,0.2089,-5,0.1227,-0.0377,-0.1723,4,0.3867,0.0156,1.1253,23.0000,32.2134,0.7140,-1.8206,0.0687,0.6568,0.4183,1.0313,0.2302,0.9665,0.5835,1.6009,-0.1304,-1.8688,0.5008,-0.7349,0.8046,False,0.3677,0.1651,0.8187,0.1614,0.0222,1.1731,1.5724,0.8557,2.8897,0.0045,0.4655,0.7193,-2.6611,-1.4179,Real America's Voice,43,0.8833,0.1649,0.0000,0.0000,36.6154,0.7058,0.7907,0.1395,0.0000,0.7140,0.0897,False,12.0000,none,avoid,none
ceasefire,lindsey graham,0,0,False,-0.0765,-0.1819,0.0400,0.3520,-0.2456,10,0.0160,-0.1562,10,0.1225,-0.0547,-0.1620,0.0598,0.4660,-0.2194,10,0.0960,-0.1715,10,0.1237,-0.0507,-0.0128,2,0.0942,0.1982,,0.0000,3.0867,0.0000,-1.8069,0.0708,,,,,,,,-1.2225,-1.3183,,-1.2357,,False,,,,,,,,,,,,,,,,30,1.3124,0.2659,0.0000,0.0000,11.1112,0.9989,0.9333,0.0333,0.0000,,,,,none,avoid,none
ceasefire,alex,2,2,False,-0.0198,-0.1615,0.1195,0.8540,0.1322,-10,0.6700,0.1329,10,0.1225,-0.0146,-0.1548,0.1252,0.8300,0.1399,10,0.6600,0.1254,-10,0.1237,0.0408,-0.0714,1,0.2431,0.1731,0.2039,2.0000,6.0920,0.3283,-1.7883,0.0737,0.2660,0.0555,1.2760,0.7999,0.3163,0.0457,2.1905,-1.2572,-1.1356,0.2315,-1.3814,0.2879,False,0.5597,0.0806,3.8872,0.3664,0.0240,5.5883,,,,0.8038,0.0898,0.3526,-2.2201,-1.3632,Sky News,28,1.2751,0.2758,0.0000,0.0000,12.7481,0.9908,0.9286,0.0714,0.0000,,,,,none,avoid,none
maduro,alex,0,0,False,-0.0166,-0.1335,0.1044,0.8640,0.2147,-3,0.1320,0.1610,-3,0.1225,-0.0675,-0.1835,0.0630,0.3500,-0.1861,8,0.3220,-0.1501,13,0.1225,-0.0749,-0.0129,2,0.3745,0.0025,,0.0000,2.7760,0.0000,-1.7809,0.0749,,,,,,,,-1.8737,-1.4369,,-1.0524,,False,,,,,,,,,,,,,,,,23,1.3966,0.3035,0.0000,0.0000,9.7990,0.9880,0.9565,0.0000,0.0000,,,,,none,avoid,none
ceasefire,minneapolis,0,0,False,-0.1174,-0.2141,-0.0196,0.1200,-0.1607,3,0.4160,-0.1074,-1,0.1225,-0.0987,-0.2129,0.0026,0.1060,0.1435,-4,0.6360,0.1197,-13,0.1237,0.0564,-0.1082,1,0.0790,0.2334,,0.0000,2.7208,0.0000,-1.7133,0.0867,,,,,,,,-1.5450,-0.8171,,-1.5062,,False,,,,,,,,,,,,,,,,30,0.3781,0.2637,0.0000,0.0000,15.6028,0.9797,0.5000,0.0000,0.0000,,,,,none,avoid,none
maduro,america,59,17,False,-0.0863,-0.1805,-0.0061,0.2980,-0.1096,2,0.9300,-0.0935,2,0.1225,-0.0694,-0.1659,0.0326,0.4000,-0.1375,-14,0.8480,-0.1482,-14,0.1225,-0.0501,-0.0478,1,0.5544,0.1741,1.4529,59.0000,48.8143,1.2087,1.7077,0.0877,1.3054,0.9598,1.7754,0.1569,1.5427,1.0714,2.2213,2.3810,0.0800,1.0282,1.8779,1.3889,False,1.1389,0.4945,2.6232,1.5874,1.0715,2.3518,0.8999,0.4780,1.6944,0.3051,1.1491,1.3790,0.7552,2.0172,Network18,36,0.9243,0.1449,0.0499,0.0716,37.7000,0.3468,0.7222,0.1667,0.0000,1.2087,0.1124,False,17.0000,none,co-mention,none
ice,fauci,4,4,False,-0.2812,-0.4039,-0.1371,0.0160,-0.2952,1,0.1900,0.1352,-14,0.1227,-0.2990,-0.4256,-0.1636,0.0000,-0.3047,1,0.0240,-0.1404,-3,0.1227,-0.2412,-0.1896,1,0.0256,0.0603,0.1998,4.0000,8.2790,0.4832,-1.6297,0.1032,0.4423,0.1598,1.2240,0.5194,0.4400,0.1351,1.4333,-1.3363,-0.8052,0.4353,-1.4187,0.4447,False,0.9120,0.1171,7.1001,0.3943,0.0475,3.2746,0.3630,0.0890,1.4813,0.7572,0.3238,0.5160,-1.9879,-1.2898,New York Times,36,0.4021,0.2259,0.0000,0.0000,19.2144,0.9860,0.6389,0.0278,0.0000,,,,,none,avoid,none
venezuela,state,33,17,False,0.2013,-0.0075,0.4143,0.0320,0.2124,4,0.2140,0.1668,0,0.1227,0.1942,-0.0122,0.4131,0.0400,0.1942,0,0.4540,0.1484,0,0.1227,0.1935,0.2227,2,0.6779,0.5896,1.1751,33.0000,25.6402,1.2870,1.5681,0.1168,1.3260,0.9211,1.9088,0.1859,1.2401,0.8346,1.8426,1.1020,-0.9398,0.6935,2.6581,1.7157,False,0.8982,0.3855,2.0931,1.7963,1.1586,2.7852,0.6785,0.2319,1.9855,0.1323,1.1253,1.4046,0.5835,1.8868,ANI,47,0.9860,0.1415,0.0000,0.0000,29.9662,0.9676,0.7872,0.0638,0.0000,1.2870,0.1468,False,17.0000,none,co-mention,none
war,venezuela,130,49,False,0.0533,-0.1072,0.2270,0.5620,-0.1188,-7,0.8920,0.1517,1,0.1250,0.0976,-0.0924,0.3003,0.3960,-0.1397,-5,0.6540,-0.1692,-5,0.1235,0.0292,-0.0196,2,0.3778,0.1397,0.6980,130.0000,115.6028,1.1245,1.5642,0.1178,1.1738,0.9592,1.4363,0.1030,1.0370,0.8247,1.3038,0.3125,1.6123,1.2502,0.5792,1.0921,False,1.1543,0.8393,1.5874,0.9863,0.7245,1.3428,2.1856,1.3256,3.6037,0.0283,1.1212,1.3607,1.0869,2.7160,Times Group,67,0.1634,0.1475,0.6040,0.5242,138.7162,0.0000,0.6119,0.1194,0.0597,1.1245,0.1479,False,49.0000,none,co-mention,none
