genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_dist,nn2_dist,nn3_dist,nn4_dist,nn5_dist
streams,political,@ThePodcastoftheLotusEaters,right,@thehill,@PTLRadioShow,@CamHigby,@FarronBalanced,@NewsmaxTV,neutral,left,right,left,right,1.83,1.859,1.943,2.147,2.207
streams,political,@TheSerfTimes,left,@thejimmydoreshow,@NickCruseRBN,@chicksonright,@TheDamageReport,@rolandsmartin,neutral,left,right,left,left,2.33,2.544,2.792,3.166,3.193
streams,political,@TheYoungTurks,left,@franifio,@TheDonLemonShow,@NewsmaxTV,@underthedesknews,@thejimmydoreshow,left,left,right,left,neutral,1.917,1.957,2.293,2.331,2.586
streams,political,@TimcastIRL,right,@JamarlThomas,@RealAmericasVoice,@StatusCoup,@LIVESNEAKO,@NewsmaxTV,left,right,left,neutral,right,3.006,3.204,3.392,3.596,3.644
streams,political,@TimesNowWorld,neutral,@Firstpost,@RedactedNews,@TheDamageReport,@DueDissidence,@marclamonthillnetwork,neutral,right,left,left,left,2.017,2.127,2.574,2.608,2.656
streams,political,@USATODAY,neutral,@FoxNews,@thehill,@SkyNews,@msnow,@PTLRadioShow,right,neutral,left,left,left,1.798,1.91,2.089,2.094,2.169
streams,political,@Xanderhal,left,@RealAmericasVoice,@deanwithrs,@SkyNews,@DueDissidence,@RedactedNews,right,left,left,left,right,3.671,4.163,4.187,4.529,4.665
streams,political,@bennyjohnson,right,@deanwithrs,@RubinReport,@RedactedNews,@MyronGainesX,@FreshFitMiami,left,right,right,right,right,4.122,4.473,4.503,4.535,5.176
streams,political,@bulwarkmedia,left,@NewsmaxTV,@ModernDayDebate,@franifio,@TheDonLemonShow,@rolandsmartin,right,left,left,left,left,1.664,1.976,1.996,2.203,2.231
streams,political,@chicksonright,right,@NickCruseRBN,@thejimmydoreshow,@rolandsmartin,@AfterPartyEmily,@DueDissidence,left,neutral,left,right,left,2.201,2.247,2.487,2.522,2.613
streams,political,@deanwithrs,left,@TheYoungTurks,@franifio,@RubinReport,@underthedesknews,@ThePodcastoftheLotusEaters,left,left,right,left,right,2.698,2.921,2.922,3.057,3.09
streams,political,@franifio,left,@rolandsmartin,@NewsmaxTV,@thewarningwithsteveschmidt,@TheYoungTurks,@bulwarkmedia,left,right,left,left,left,1.745,1.776,1.891,1.917,1.996
streams,political,@glennbeck,right,@ChadPrather1,@lizwheeler,@JustPearlyThings,@TheDonLemonShow,@NewsNation,right,right,right,left,neutral,1.758,3.075,3.456,3.501,3.862
streams,political,@jimacosta,left,@FreshFitMiami,@RedactedNews,@ANINewsIndia,@RekietaLaw,@deanwithrs,right,right,neutral,right,left,3.014,3.196,3.324,3.333,3.685
streams,political,@jlptalk,right,@MyronGainesX,@LIVESNEAKO,@RekietaLaw,@FreshFitMiami,@Firstpost,right,neutral,right,right,neutral,5.925,6.055,6.331,6.361,6.519
streams,political,@judgingfreedom,left,@bulwarkmedia,@thewarningwithsteveschmidt,@TheMajorityReport,@franifio,@NewsmaxTV,left,left,left,left,right,2.352,2.548,2.721,2.745,2.84
streams,political,@lizwheeler,right,@TheJoyReidShow,@glennbeck,@TheDonLemonShow,@underthedesknews,@TheYoungTurks,left,right,left,left,left,2.758,3.075,3.091,3.252,3.272
streams,political,@marclamonthillnetwork,left,@rolandsmartin,@MLChristiansen,@NewsmaxTV,@franifio,@bulwarkmedia,left,right,right,left,left,1.377,2.17,2.311,2.312,2.323
streams,political,@markets,neutral,@nypost,@PBDPodcast,@franifio,@ThePodcastoftheLotusEaters,@CamHigby,right,right,left,right,right,1.9,2.254,2.397,2.601,2.627
streams,political,@msnow,left,@NBCNews,@USATODAY,@AssociatedPress,@Reuters,@ANINewsIndia,neutral,neutral,neutral,neutral,neutral,1.764,2.094,2.205,2.339,2.361
streams,political,@nypost,right,@markets,@CamHigby,@ThePodcastoftheLotusEaters,@TheJoyReidShow,@franifio,neutral,right,right,left,left,1.9,2.083,2.547,2.696,2.713
streams,political,@oann,right,@TheOfficerTatum,@MeidasTouch,@JacksonHinkleOfficial,@Reuters,@ThePodcastoftheLotusEaters,right,left,neutral,neutral,right,2.616,2.882,3.005,3.299,3.467
streams,political,@rolandsmartin,left,@marclamonthillnetwork,@franifio,@thejimmydoreshow,@NickCruseRBN,@PBDPodcast,left,left,neutral,left,right,1.377,1.745,1.748,1.907,2.136
streams,political,@thehill,neutral,@PTLRadioShow,@FoxNews,@ThePodcastoftheLotusEaters,@USATODAY,@CNN,left,right,right,neutral,left,1.611,1.678,1.83,1.91,2.207
streams,political,@thejimmydoreshow,neutral,@NickCruseRBN,@rolandsmartin,@franifio,@chicksonright,@TheSerfTimes,left,left,left,right,left,0.943,1.748,2.147,2.247,2.33
streams,political,@thewarningwithsteveschmidt,left,@franifio,@TheMajorityReport,@judgingfreedom,@ANINewsIndia,@MyronGainesX,left,left,left,neutral,right,1.891,1.947,2.548,2.721,2.739
streams,political,@timesofindia,left,@TheDamageReport,@RedactedNews,@TimesNowWorld,@AfterPartyEmily,@Firstpost,left,right,neutral,right,neutral,4.567,4.771,4.88,5.0,5.032
streams,political,@underthedesknews,left,@franifio,@TheJoyReidShow,@CamHigby,@TheYoungTurks,@PBDPodcast,left,left,right,left,right,2.008,2.168,2.312,2.331,2.623
